customer_id,age,gender,city,occupation,annual_income,card_type,credit_limit,join_date
C00364,59,M,Bangalore,Business Owner,64585.31,Gold,250000,2023-04-24
C00365,21,F,Delhi,Student,114417.04,Platinum,500000,2021-08-14
C00366,59,M,Hyderabad,Self Employed,48719.49,Signature,1000000,2023-01-16
C00367,43,M,Bangalore,Business Owner,94558.92,Platinum,500000,2020-02-24
C00368,60,M,Bangalore,Salaried,33849.89,Platinum,500000,2023-10-27
C00369,59,F,Lucknow,Business Owner,123462.35,Gold,250000,2024-01-17
C00370,29,M,Pune,Salaried,38044.46,Gold,250000,2023-04-13
C00371,22,M,Bangalore,Salaried,108462.97,Signature,1000000,2019-09-15
C00372,35,F,Jaipur,Self Employed,73506.08,Silver,100000,2022-05-21
C00373,58,M,Jaipur,Salaried,84129.36,Gold,250000,2020-09-02
C00374,50,M,Bangalore,Student,95368.05,Gold,250000,2024-03-04
C00375,35,M,Jaipur,Salaried,59229.32,Platinum,500000,2020-11-02
C00376,53,M,Kolkata,Business Owner,76963.86,Gold,250000,2022-08-06
C00377,57,M,Mumbai,Business Owner,60758.97,Silver,100000,2023-08-20
C00378,63,M,Delhi,Salaried,93389.82,Gold,250000,2023-02-07
C00379,25,M,Chennai,Salaried,106663.7,Gold,250000,2023-02-18
C00380,25,M,Chennai,Salaried,73335.16,Silver,100000,2022-09-29
C00381,63,M,Kolkata,Salaried,37055.64,Silver,100000,2024-01-25
C00382,57,F,Kolkata,Business Owner,59145.66,Platinum,500000,2023-04-22
C00383,26,F,Chennai,Salaried,105193.74,Signature,1000000,2019-03-18
C00384,52,F,Jaipur,Business Owner,81089.27,Silver,100000,2019-03-09
C00385,54,M,Bangalore,Salaried,54512.74,Platinum,500000,2021-06-17
C00386,41,M,Hyderabad,Business Owner,49704.85,Silver,100000,2021-09-30
C00387,21,F,Chennai,Salaried,37817.71,Gold,250000,2022-02-08
C00388,37,F,Jaipur,Self Employed,77177.41,Platinum,500000,2024-02-17
C00389,39,F,Pune,Salaried,56562.57,Silver,100000,2020-10-18
C00390,47,M,Pune,Salaried,31725.04,Signature,1000000,2019-09-24
C00391,31,F,Pune,Salaried,49644.12,Gold,250000,2024-05-14
C00392,39,M,Pune,Business Owner,72270.17,Gold,250000,2020-09-11
C00393,56,F,Jaipur,Salaried,42828.03,Platinum,500000,2020-02-03
C00394,37,M,Bangalore,Business Owner,50387.01,Platinum,500000,2021-08-31
C00395,24,F,Delhi,Business Owner,66800.46,Signature,1000000,2024-02-07
C00396,53,M,Bangalore,Salaried,111712.82,Platinum,500000,2019-05-27
C00397,33,F,Pune,Business Owner,96563.77,Signature,1000000,2023-10-16
C00398,41,M,Bangalore,Salaried,93674.02,Gold,250000,2019-07-13
C00399,50,M,Chennai,Student,98593.75,Silver,100000,2020-10-08
C00400,21,F,Kolkata,Student,85392.56,Silver,100000,2019-05-21
C00401,29,M,Mumbai,Salaried,87535.1,Gold,250000,2022-02-01
C00402,24,M,Ahmedabad,Salaried,83489.68,Gold,250000,2022-10-13
C00403,33,M,Mumbai,Self Employed,70905.72,Silver,100000,2021-07-24
C00404,36,M,Ahmedabad,Salaried,88258.22,Gold,250000,2019-11-18
C00405,54,M,Pune,Salaried,96187.58,Signature,1000000,2024-04-01
C00406,59,M,Kolkata,Salaried,51102.84,Silver,100000,2022-06-10
C00407,39,F,Lucknow,Business Owner,44359.81,Platinum,500000,2021-11-12
C00408,28,F,Mumbai,Self Employed,80051.11,Gold,250000,2020-10-21
C00409,44,F,Mumbai,Salaried,85713.13,Silver,100000,2021-12-18
C00410,51,F,Jaipur,Self Employed,17854.59,Silver,100000,2021-04-29
C00411,35,M,Mumbai,Business Owner,91204.52,Gold,250000,2019-07-28
C00412,26,M,Jaipur,Salaried,97907.68,Silver,100000,2021-06-07
C00413,39,F,Bangalore,Retired,102088.25,Gold,250000,2024-02-17
C00414,32,F,Lucknow,Business Owner,75688.84,Gold,250000,2020-02-05
C00415,47,F,Kolkata,Retired,83845.37,Silver,100000,2023-10-15
C00416,64,F,Jaipur,Salaried,97104.42,Silver,100000,2023-01-15
C00417,39,M,Mumbai,Business Owner,69894.76,Gold,250000,2021-10-20
C00418,55,F,Mumbai,Business Owner,40899.88,Gold,250000,2021-06-10
C00419,56,F,Pune,Salaried,58100.14,Gold,250000,2023-01-22
C00420,43,M,Ahmedabad,Self Employed,84475.72,Gold,250000,2019-06-11
C00421,38,F,Bangalore,Self Employed,74148.96,Gold,250000,2021-12-24
C00422,30,F,Kolkata,Retired,59802.56,Gold,250000,2024-01-13
C00423,22,F,Chennai,Salaried,63458.92,Gold,250000,2019-01-17
C00424,63,M,Pune,Self Employed,15000.0,Platinum,500000,2022-11-02
C00425,48,M,Kolkata,Salaried,44024.01,Silver,100000,2024-06-18
C00426,50,M,Kolkata,Salaried,48422.7,Gold,250000,2022-12-15
C00427,27,F,Hyderabad,Student,32826.79,Silver,100000,2020-07-08
C00428,29,F,Jaipur,Salaried,25974.24,Gold,250000,2021-02-14
C00429,42,F,Hyderabad,Self Employed,79362.09,Gold,250000,2022-05-13
C00430,24,M,Ahmedabad,Retired,74497.95,Signature,1000000,2020-01-28
C00431,31,F,Jaipur,Self Employed,32195.06,Silver,100000,2019-12-28
C00432,39,M,Chennai,Salaried,51509.16,Silver,100000,2023-09-13
C00433,48,M,Jaipur,Student,103685.92,Signature,1000000,2022-01-30
C00434,61,M,Kolkata,Business Owner,85526.31,Gold,250000,2021-03-04
C00435,61,F,Lucknow,Self Employed,37327.6,Signature,1000000,2024-04-30
C00436,25,F,Mumbai,Business Owner,65325.36,Gold,250000,2023-05-17
C00437,33,M,Delhi,Salaried,138668.42,Platinum,500000,2020-06-03
C00438,31,M,Pune,Salaried,23297.1,Platinum,500000,2023-03-27
C00439,24,M,Pune,Business Owner,22056.27,Gold,250000,2021-11-08
C00440,46,F,Mumbai,Self Employed,83865.18,Silver,100000,2020-09-11
C00441,63,F,Chennai,Salaried,82776.62,Platinum,500000,2022-03-10
C00442,21,M,Ahmedabad,Self Employed,70574.43,Gold,250000,2020-08-15
C00443,49,M,Lucknow,Student,60608.26,Silver,100000,2023-06-25
C00444,41,M,Hyderabad,Self Employed,69978.74,Silver,100000,2023-11-23
C00445,47,F,Lucknow,Retired,44658.51,Gold,250000,2024-03-14
C00446,47,M,Hyderabad,Salaried,45457.42,Signature,1000000,2019-05-09
C00447,40,F,Chennai,Salaried,67463.11,Silver,100000,2021-11-06
C00448,47,M,Lucknow,Student,49831.65,Gold,250000,2021-08-18
C00449,40,M,Delhi,Salaried,70428.19,Silver,100000,2019-04-15
C00450,54,F,Kolkata,Self Employed,41381.82,Gold,250000,2024-05-14
C00451,41,M,Hyderabad,Retired,118516.38,Silver,100000,2020-11-30
C00452,60,F,Lucknow,Student,73130.68,Gold,250000,2020-04-06
C00453,49,M,Jaipur,Salaried,44199.6,Gold,250000,2023-05-01
C00454,35,M,Ahmedabad,Student,39099.56,Platinum,500000,2024-04-04
C00455,56,M,Delhi,Business Owner,101111.42,Gold,250000,2024-02-02
C00456,43,M,Jaipur,Salaried,92217.73,Signature,1000000,2021-05-12
C00457,26,F,Pune,Self Employed,48054.6,Silver,100000,2023-03-19
C00458,48,F,Jaipur,Student,39304.13,Silver,100000,2023-03-15
C00459,43,F,Jaipur,Salaried,95611.74,Platinum,500000,2022-02-09
C00460,56,F,Pune,Business Owner,77089.78,Signature,1000000,2020-05-18
C00461,36,M,Jaipur,Salaried,72559.54,Platinum,500000,2020-03-18
C00462,52,M,Chennai,Business Owner,45752.03,Silver,100000,2020-05-19
C00463,41,M,Jaipur,Salaried,113701.3,Platinum,500000,2020-07-16
C00464,22,M,Pune,Retired,79354.43,Gold,250000,2022-01-24
C00465,43,M,Pune,Self Employed,63852.29,Silver,100000,2019-03-14
C00466,23,F,Hyderabad,Business Owner,67963.67,Silver,100000,2020-07-14
C00467,37,F,Delhi,Salaried,37248.97,Platinum,500000,2022-02-25
C00468,55,F,Mumbai,Salaried,58387.01,Silver,100000,2021-04-05
C00469,24,F,Bangalore,Salaried,71617.61,Platinum,500000,2021-09-19
C00470,25,M,Bangalore,Retired,157700.67,Platinum,500000,2020-01-25
C00471,36,F,Jaipur,Self Employed,55634.88,Silver,100000,2022-10-31
C00472,27,F,Hyderabad,Retired,44116.73,Silver,100000,2020-01-10
C00473,38,M,Kolkata,Salaried,50116.46,Silver,100000,2021-11-01
C00474,37,F,Kolkata,Salaried,55110.86,Signature,1000000,2020-05-31
C00475,53,M,Hyderabad,Retired,53925.96,Gold,250000,2019-07-16
C00476,33,F,Hyderabad,Salaried,18779.26,Platinum,500000,2020-01-26
C00477,49,F,Ahmedabad,Salaried,61172.05,Silver,100000,2020-12-14
C00478,49,F,Kolkata,Retired,54158.89,Signature,1000000,2019-11-18
C00479,61,M,Hyderabad,Salaried,96705.95,Gold,250000,2023-10-21
C00480,30,M,Ahmedabad,Self Employed,101057.48,Gold,250000,2024-01-01
C00481,42,F,Jaipur,Salaried,78570.69,Silver,100000,2023-02-27
C00482,64,F,Kolkata,Salaried,37998.37,Gold,250000,2023-02-15
C00483,23,F,Jaipur,Business Owner,100229.6,Gold,250000,2022-10-07
C00484,22,M,Jaipur,Salaried,15000.0,Platinum,500000,2021-12-24
C00485,35,M,Chennai,Retired,26664.48,Silver,100000,2023-01-12
C00486,29,M,Jaipur,Student,112910.4,Gold,250000,2024-04-04
C00487,62,M,Pune,Salaried,45058.02,Gold,250000,2021-04-21
C00488,41,F,Chennai,Salaried,90927.6,Signature,1000000,2024-05-01
C00489,29,F,Ahmedabad,Self Employed,77915.55,Gold,250000,2024-05-23
C00490,43,M,Delhi,Salaried,24267.54,Silver,100000,2022-12-30
C00491,25,F,Mumbai,Salaried,40806.54,Silver,100000,2022-03-30
C00492,30,F,Ahmedabad,Salaried,15000.0,Platinum,500000,2020-09-30
C00493,30,M,Lucknow,Salaried,19692.75,Signature,1000000,2023-12-05
C00494,26,M,Delhi,Student,72776.22,Platinum,500000,2019-10-22
C00495,29,M,Chennai,Business Owner,99979.89,Gold,250000,2021-01-11
C00496,63,M,Pune,Self Employed,62887.69,Signature,1000000,2019-04-02
C00497,33,M,Delhi,Self Employed,70761.65,Silver,100000,2021-04-01
C00498,34,M,Pune,Salaried,15000.0,Silver,100000,2019-05-01
C00499,49,M,Chennai,Salaried,93711.16,Platinum,500000,2023-06-08
C00500,24,M,Hyderabad,Salaried,80201.54,Signature,1000000,2019-10-10
C00501,44,F,Lucknow,Salaried,49957.88,Signature,1000000,2024-03-02
C00502,59,M,Jaipur,Salaried,100166.06,Silver,100000,2021-05-30
C00503,55,F,Hyderabad,Business Owner,79247.83,Platinum,500000,2019-03-28
C00504,50,M,Kolkata,Salaried,15000.0,Gold,250000,2020-12-26
C00505,52,F,Kolkata,Self Employed,38889.47,Silver,100000,2022-11-25
C00506,26,M,Delhi,Salaried,92314.47,Platinum,500000,2023-06-18
C00507,63,F,Mumbai,Business Owner,87178.24,Silver,100000,2021-10-16
C00508,48,M,Pune,Salaried,80460.71,Silver,100000,2023-08-30
C00509,35,M,Delhi,Business Owner,83460.69,Signature,1000000,2019-05-17
C00510,30,M,Mumbai,Salaried,116681.48,Gold,250000,2021-09-28
C00511,33,F,Kolkata,Salaried,79834.64,Gold,250000,2019-07-24
C00512,49,F,Hyderabad,Salaried,97728.1,Gold,250000,2021-05-05
C00513,46,F,Delhi,Student,66037.39,Gold,250000,2021-03-31
C00514,23,M,Lucknow,Salaried,75302.64,Gold,250000,2023-07-11
C00515,45,F,Jaipur,Business Owner,97462.51,Platinum,500000,2022-01-21
C00516,61,M,Mumbai,Salaried,102201.34,Gold,250000,2022-12-07
C00517,35,M,Mumbai,Salaried,45998.84,Gold,250000,2022-06-09
C00518,42,M,Chennai,Student,68094.26,Gold,250000,2021-01-20
C00519,38,F,Lucknow,Salaried,106002.37,Gold,250000,2024-06-06
C00520,39,M,Hyderabad,Salaried,55242.93,Silver,100000,2019-07-25
C00521,31,F,Delhi,Salaried,108681.91,Silver,100000,2022-06-12
C00522,51,M,Jaipur,Business Owner,99040.19,Platinum,500000,2019-11-13
C00523,29,F,Chennai,Salaried,111897.91,Platinum,500000,2021-03-17
C00524,57,F,Hyderabad,Self Employed,82439.44,Silver,100000,2019-02-13
C00525,48,F,Lucknow,Student,37023.15,Silver,100000,2021-09-17
C00526,57,M,Lucknow,Salaried,59445.27,Gold,250000,2023-05-17
C00527,31,F,Mumbai,Salaried,44570.98,Silver,100000,2021-11-29
C00528,32,M,Delhi,Business Owner,50437.33,Platinum,500000,2020-01-30
C00529,32,M,Pune,Business Owner,15452.79,Signature,1000000,2022-10-24
C00530,23,M,Kolkata,Self Employed,15000.0,Signature,1000000,2022-05-30
C00531,33,F,Chennai,Business Owner,101181.85,Silver,100000,2022-12-31
C00532,26,F,Delhi,Salaried,84899.94,Platinum,500000,2024-03-07
C00533,21,M,Kolkata,Business Owner,19001.21,Gold,250000,2020-08-30
C00534,26,F,Ahmedabad,Self Employed,62218.25,Gold,250000,2020-01-01
C00535,27,F,Chennai,Retired,55925.53,Gold,250000,2023-11-27
C00536,51,F,Bangalore,Business Owner,89338.85,Platinum,500000,2020-07-26
C00537,36,F,Pune,Business Owner,39499.51,Silver,100000,2023-09-19
C00538,55,F,Mumbai,Self Employed,62677.59,Silver,100000,2022-12-09
C00539,56,M,Bangalore,Business Owner,102142.34,Gold,250000,2024-02-20
C00540,49,F,Jaipur,Salaried,130601.47,Platinum,500000,2020-11-13
C00541,39,M,Kolkata,Retired,60567.82,Gold,250000,2020-06-23
C00542,32,F,Chennai,Retired,98748.65,Gold,250000,2023-11-17
C00543,34,F,Ahmedabad,Retired,68015.7,Gold,250000,2023-05-10
C00544,41,F,Jaipur,Business Owner,50407.25,Gold,250000,2022-09-28
C00545,30,M,Pune,Business Owner,118251.68,Platinum,500000,2019-07-12
C00546,37,M,Mumbai,Self Employed,80649.05,Platinum,500000,2020-10-15
C00547,63,M,Ahmedabad,Retired,15000.0,Gold,250000,2019-06-15
C00548,33,F,Mumbai,Retired,15000.0,Silver,100000,2021-03-15
C00549,46,M,Ahmedabad,Salaried,57420.53,Gold,250000,2020-10-21
C00550,37,M,Hyderabad,Business Owner,77470.35,Gold,250000,2020-09-19
C00551,47,M,Kolkata,Student,43133.32,Platinum,500000,2021-07-19
C00552,51,F,Kolkata,Salaried,99880.26,Signature,1000000,2022-07-11
C00553,40,F,Bangalore,Business Owner,45396.35,Gold,250000,2023-12-14
C00554,54,M,Chennai,Salaried,15000.0,Silver,100000,2019-12-30
C00555,44,F,Ahmedabad,Salaried,18933.6,Platinum,500000,2019-04-20
C00556,59,F,Chennai,Salaried,56115.53,Gold,250000,2022-12-14
C00557,42,M,Hyderabad,Salaried,75978.92,Silver,100000,2024-02-23
C00558,51,F,Kolkata,Business Owner,78601.9,Silver,100000,2022-08-18
C00559,30,M,Hyderabad,Salaried,35029.85,Gold,250000,2022-02-09
C00560,51,F,Kolkata,Salaried,70541.25,Silver,100000,2021-04-04
C00561,29,F,Lucknow,Salaried,53800.37,Gold,250000,2021-08-29
C00562,59,F,Chennai,Salaried,37240.74,Gold,250000,2021-11-21
C00563,41,F,Hyderabad,Salaried,121080.89,Gold,250000,2022-12-22
C00564,38,M,Jaipur,Business Owner,67757.67,Silver,100000,2024-01-05
C00565,60,F,Pune,Salaried,77858.51,Gold,250000,2024-02-25
C00566,59,F,Pune,Salaried,32346.77,Signature,1000000,2021-04-24
C00567,48,F,Pune,Business Owner,76977.85,Gold,250000,2021-01-27
C00568,58,M,Pune,Salaried,63407.49,Signature,1000000,2019-03-13
C00569,55,M,Jaipur,Salaried,107147.14,Gold,250000,2024-02-04
C00570,51,M,Pune,Self Employed,43690.22,Silver,100000,2021-01-31
C00571,62,M,Delhi,Salaried,86044.52,Platinum,500000,2024-05-27
C00572,37,F,Hyderabad,Salaried,106869.42,Silver,100000,2022-09-13
C00573,28,M,Delhi,Self Employed,92264.58,Gold,250000,2021-01-27
C00574,33,F,Mumbai,Salaried,99964.5,Platinum,500000,2023-10-23
C00575,41,M,Kolkata,Salaried,33456.76,Gold,250000,2022-04-18
C00576,50,F,Delhi,Self Employed,89605.06,Gold,250000,2019-11-04
C00577,31,F,Jaipur,Business Owner,23406.04,Silver,100000,2023-02-13
C00578,28,M,Ahmedabad,Salaried,60955.08,Signature,1000000,2022-07-15
C00579,31,F,Kolkata,Student,127372.28,Silver,100000,2020-05-20
C00580,26,M,Bangalore,Business Owner,95924.63,Gold,250000,2020-09-05
C00581,61,F,Ahmedabad,Retired,51543.12,Silver,100000,2022-03-18
C00582,48,F,Pune,Salaried,20762.4,Gold,250000,2021-10-26
C00583,58,M,Lucknow,Self Employed,43322.78,Silver,100000,2019-02-27
C00584,61,F,Lucknow,Salaried,98659.02,Silver,100000,2020-11-30
C00585,60,F,Ahmedabad,Retired,95506.16,Silver,100000,2021-03-26
C00586,24,M,Ahmedabad,Business Owner,56366.17,Silver,100000,2021-07-11
C00587,44,M,Pune,Self Employed,50668.39,Signature,1000000,2023-05-22
C00588,46,F,Bangalore,Salaried,15000.0,Gold,250000,2022-10-15
C00589,23,M,Hyderabad,Salaried,41532.5,Gold,250000,2019-12-17
C00590,21,M,Lucknow,Business Owner,122420.9,Gold,250000,2023-05-21
C00591,40,F,Chennai,Self Employed,76879.42,Silver,100000,2022-03-12
C00592,45,M,Pune,Retired,121380.03,Silver,100000,2021-06-07
C00593,64,F,Hyderabad,Self Employed,95565.37,Signature,1000000,2021-01-08
C00594,60,F,Ahmedabad,Student,107543.69,Gold,250000,2019-12-11
C00595,25,M,Mumbai,Self Employed,48053.72,Gold,250000,2022-05-05
C00596,50,M,Lucknow,Self Employed,62549.26,Platinum,500000,2019-04-18
C00597,28,F,Hyderabad,Retired,80025.29,Platinum,500000,2024-03-28
C00598,41,M,Chennai,Salaried,65342.23,Silver,100000,2020-11-04
C00599,21,M,Lucknow,Salaried,24383.76,Gold,250000,2024-01-31
C00600,41,M,Ahmedabad,Salaried,62982.55,Platinum,500000,2019-01-22
C00601,37,M,Pune,Business Owner,37658.14,Silver,100000,2021-04-28
C00602,34,F,Delhi,Salaried,50899.9,Gold,250000,2023-01-08
C00603,55,M,Chennai,Salaried,65739.77,Gold,250000,2024-01-13
C00604,38,F,Hyderabad,Salaried,47234.44,Silver,100000,2022-06-26
C00605,35,F,Chennai,Business Owner,88306.49,Gold,250000,2022-09-22
C00606,52,F,Delhi,Student,74709.19,Signature,1000000,2019-02-13
C00607,21,F,Chennai,Business Owner,117881.45,Gold,250000,2022-02-25
C00608,36,M,Lucknow,Salaried,59297.84,Platinum,500000,2022-04-28
C00609,22,M,Hyderabad,Salaried,24565.89,Gold,250000,2019-06-20
C00610,28,F,Lucknow,Salaried,79647.8,Silver,100000,2021-05-25
C00611,36,F,Hyderabad,Self Employed,113933.63,Gold,250000,2022-05-05
C00612,63,F,Pune,Retired,53152.36,Platinum,500000,2020-10-24
C00613,64,M,Lucknow,Business Owner,91967.04,Silver,100000,2022-03-15
C00614,57,M,Bangalore,Student,63598.23,Signature,1000000,2021-10-26
C00615,63,F,Bangalore,Retired,115229.01,Silver,100000,2020-12-26
C00616,40,M,Lucknow,Salaried,49235.43,Gold,250000,2021-01-28
C00617,32,M,Lucknow,Business Owner,108470.9,Silver,100000,2022-06-10
C00618,25,F,Jaipur,Salaried,102632.2,Silver,100000,2022-07-03
C00619,45,M,Jaipur,Salaried,89623.17,Gold,250000,2020-08-28
C00620,55,M,Kolkata,Student,96009.71,Gold,250000,2023-10-28
C00621,27,M,Mumbai,Salaried,58790.14,Platinum,500000,2021-04-23
C00622,31,M,Kolkata,Self Employed,54781.86,Gold,250000,2023-11-14
C00623,36,F,Pune,Business Owner,67322.98,Gold,250000,2022-09-18
C00624,47,F,Hyderabad,Business Owner,68872.88,Platinum,500000,2019-03-13
C00625,60,M,Ahmedabad,Salaried,64490.11,Silver,100000,2021-12-22
C00626,28,M,Pune,Salaried,44957.1,Signature,1000000,2020-12-20
C00627,32,M,Kolkata,Self Employed,39771.98,Silver,100000,2021-12-30
C00628,35,F,Lucknow,Salaried,40812.37,Gold,250000,2024-05-19
C00629,57,M,Mumbai,Salaried,51804.9,Silver,100000,2021-04-17
C00630,36,M,Bangalore,Self Employed,83677.13,Silver,100000,2021-08-07
C00631,33,M,Bangalore,Business Owner,31185.42,Silver,100000,2021-04-20
C00632,35,M,Mumbai,Salaried,32976.37,Platinum,500000,2021-10-29
C00633,40,M,Mumbai,Salaried,84034.8,Silver,100000,2024-02-03
C00634,29,M,Lucknow,Self Employed,132438.09,Silver,100000,2019-05-15
C00635,55,F,Chennai,Salaried,101583.75,Silver,100000,2022-04-19
C00636,22,M,Hyderabad,Retired,76712.45,Silver,100000,2023-12-14
C00637,63,M,Mumbai,Salaried,50251.29,Silver,100000,2022-09-12
C00638,37,M,Kolkata,Self Employed,58227.11,Platinum,500000,2022-10-03
C00639,22,F,Bangalore,Salaried,78507.7,Silver,100000,2024-06-17
C00640,62,F,Mumbai,Business Owner,144904.54,Platinum,500000,2019-07-01
C00641,50,F,Ahmedabad,Salaried,39811.92,Silver,100000,2021-02-16
C00642,61,M,Pune,Salaried,59680.72,Gold,250000,2019-10-30
C00643,63,M,Jaipur,Business Owner,81015.1,Gold,250000,2022-01-01
C00644,54,F,Delhi,Self Employed,32962.23,Platinum,500000,2021-11-28
C00645,56,M,Kolkata,Business Owner,53624.72,Gold,250000,2022-01-06
C00646,59,M,Kolkata,Business Owner,43892.31,Gold,250000,2024-04-13
C00647,34,F,Chennai,Self Employed,81289.65,Silver,100000,2023-01-17
C00648,36,F,Delhi,Student,79336.48,Signature,1000000,2020-03-15
C00649,40,M,Kolkata,Self Employed,66530.39,Silver,100000,2019-05-03
C00650,60,M,Pune,Self Employed,77577.7,Silver,100000,2023-11-02
C00651,37,F,Delhi,Student,89962.5,Silver,100000,2023-12-29
C00652,64,F,Hyderabad,Self Employed,128236.52,Gold,250000,2019-04-19
C00653,34,M,Ahmedabad,Student,42511.78,Silver,100000,2024-05-27
C00654,40,F,Jaipur,Salaried,110663.28,Gold,250000,2022-05-09
C00655,22,M,Hyderabad,Salaried,23155.2,Silver,100000,2022-06-24
C00656,59,M,Pune,Student,115102.59,Signature,1000000,2022-09-29
C00657,55,M,Delhi,Business Owner,67288.78,Silver,100000,2022-12-31
C00658,40,F,Delhi,Business Owner,99319.56,Gold,250000,2019-01-29
C00659,55,F,Chennai,Salaried,46325.75,Gold,250000,2019-10-03
C00660,39,F,Jaipur,Salaried,80368.4,Platinum,500000,2020-11-15
C00661,42,M,Lucknow,Salaried,47819.48,Gold,250000,2021-05-07
C00662,33,F,Hyderabad,Retired,48346.38,Gold,250000,2021-11-09
C00663,35,F,Mumbai,Business Owner,23531.18,Gold,250000,2020-02-15
C00664,26,F,Delhi,Retired,77739.28,Silver,100000,2021-01-11
C00665,28,F,Chennai,Salaried,117695.17,Gold,250000,2019-09-24
C00666,46,M,Kolkata,Business Owner,87222.14,Platinum,500000,2020-10-13
C00667,44,M,Delhi,Self Employed,54551.22,Signature,1000000,2019-09-17
C00668,31,F,Mumbai,Business Owner,96132.27,Gold,250000,2022-05-23
C00669,46,M,Delhi,Salaried,65763.32,Silver,100000,2021-02-20
C00670,50,M,Ahmedabad,Retired,110208.48,Signature,1000000,2020-11-15
C00671,58,M,Hyderabad,Salaried,117504.32,Gold,250000,2019-09-01
C00672,27,M,Lucknow,Business Owner,36466.63,Gold,250000,2023-10-12
C00673,27,M,Kolkata,Self Employed,40095.48,Platinum,500000,2020-11-03
C00674,24,F,Chennai,Business Owner,71942.79,Platinum,500000,2020-03-02
C00675,50,F,Mumbai,Business Owner,46920.7,Silver,100000,2021-07-08
C00676,63,M,Bangalore,Salaried,62160.13,Gold,250000,2024-02-13
C00677,51,F,Chennai,Salaried,47310.3,Signature,1000000,2024-05-21
C00678,42,F,Chennai,Self Employed,75176.51,Gold,250000,2019-04-18
C00679,27,M,Pune,Business Owner,34968.2,Signature,1000000,2022-01-18
C00680,44,M,Kolkata,Salaried,105346.84,Gold,250000,2022-01-29
C00681,62,M,Pune,Salaried,111374.88,Signature,1000000,2019-06-04
C00682,49,M,Mumbai,Business Owner,67498.6,Silver,100000,2023-09-22
C00683,64,F,Lucknow,Salaried,73949.34,Signature,1000000,2023-11-07
C00684,51,M,Chennai,Salaried,52312.98,Platinum,500000,2020-08-02
C00685,49,M,Hyderabad,Business Owner,68287.1,Gold,250000,2022-01-13
C00686,48,F,Pune,Salaried,92009.35,Silver,100000,2020-03-08
C00687,43,F,Hyderabad,Salaried,49331.25,Platinum,500000,2022-06-28
C00688,23,M,Bangalore,Salaried,97452.84,Silver,100000,2019-12-14
C00689,58,M,Chennai,Salaried,15000.0,Gold,250000,2019-05-02
C00690,23,M,Bangalore,Student,131589.16,Silver,100000,2024-02-22
C00691,34,M,Ahmedabad,Salaried,75258.6,Gold,250000,2019-01-01
C00692,45,M,Lucknow,Self Employed,29898.24,Signature,1000000,2022-09-30
C00693,34,F,Mumbai,Retired,48489.52,Signature,1000000,2021-08-22
C00694,63,F,Jaipur,Salaried,31462.47,Gold,250000,2020-10-19
C00695,47,M,Jaipur,Salaried,55880.16,Gold,250000,2021-01-01
C00696,23,F,Hyderabad,Salaried,113505.78,Signature,1000000,2023-03-22
C00697,33,M,Mumbai,Business Owner,32157.43,Gold,250000,2021-03-23
C00698,31,M,Pune,Self Employed,85220.23,Platinum,500000,2021-09-25
C00699,44,M,Bangalore,Salaried,24181.13,Signature,1000000,2023-08-14
C00700,48,M,Chennai,Student,18935.97,Gold,250000,2020-11-29
C00701,57,F,Hyderabad,Business Owner,46133.29,Gold,250000,2020-08-14
C00702,42,M,Ahmedabad,Salaried,82731.82,Silver,100000,2020-02-23
C00703,42,F,Mumbai,Business Owner,111042.95,Gold,250000,2021-07-07
C00704,53,F,Mumbai,Salaried,34937.77,Gold,250000,2020-09-06
C00705,60,M,Jaipur,Self Employed,64495.38,Silver,100000,2019-12-13
C00706,51,F,Delhi,Salaried,19906.0,Silver,100000,2019-10-23
C00707,57,M,Jaipur,Salaried,42148.85,Silver,100000,2019-10-24
C00708,26,M,Bangalore,Salaried,87032.71,Silver,100000,2023-08-05
C00709,55,F,Chennai,Salaried,43319.44,Silver,100000,2021-11-24
C00710,63,F,Bangalore,Student,111348.52,Gold,250000,2024-04-19
C00711,45,M,Ahmedabad,Salaried,79623.57,Gold,250000,2024-04-22
C00712,54,F,Lucknow,Salaried,75821.56,Gold,250000,2019-02-14
C00713,61,M,Jaipur,Business Owner,72137.61,Silver,100000,2021-08-13
C00714,24,M,Lucknow,Retired,31194.77,Gold,250000,2023-03-25
C00715,36,F,Mumbai,Student,89863.52,Platinum,500000,2022-07-08
C00716,49,F,Jaipur,Student,15000.0,Signature,1000000,2021-07-26
C00717,29,F,Chennai,Business Owner,58215.93,Gold,250000,2023-03-12
C00718,43,F,Hyderabad,Salaried,29112.66,Gold,250000,2024-01-30
C00719,46,M,Hyderabad,Salaried,90785.67,Gold,250000,2022-12-28
C00720,22,F,Lucknow,Self Employed,92039.13,Signature,1000000,2023-07-16
C00721,23,F,Pune,Salaried,49383.2,Gold,250000,2022-04-30
C00722,39,F,Ahmedabad,Student,16617.12,Gold,250000,2022-09-03
C00723,35,F,Chennai,Salaried,82646.38,Platinum,500000,2021-08-02
C00724,39,M,Ahmedabad,Student,78004.55,Platinum,500000,2022-03-13
C00725,38,F,Hyderabad,Student,99707.15,Platinum,500000,2023-09-23
C00726,54,F,Hyderabad,Student,52391.03,Silver,100000,2020-06-01
C00727,45,M,Mumbai,Salaried,74590.68,Silver,100000,2022-11-07
C00728,31,M,Kolkata,Self Employed,57904.32,Platinum,500000,2019-03-19
