customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
C00552,21,39,354309.39,2,4,4,244,Regular
C00553,18,30,317316.31,3,1,3,313,Regular
C00554,2,28,358533.24,5,1,4,514,New
C00555,4,25,301962.62,5,1,3,513,New
C00556,1,35,273231.21,5,3,2,532,Loyal
C00557,1,38,270846.17,5,4,2,542,Loyal
C00558,9,37,353887.36,4,4,4,444,Champions
C00559,3,33,413613.68,5,2,5,525,New
C00560,18,38,313986.22,3,4,3,343,Loyal
C00561,66,27,396617.92,1,1,5,115,At Risk
C00562,25,29,328727.67,2,1,3,213,At Risk
C00563,93,30,216125.01,1,1,1,111,At Risk
C00564,25,36,318977.72,2,3,3,233,Regular
C00565,24,30,293545.27,2,1,3,213,At Risk
C00566,7,44,379940.19,4,5,4,454,Champions
C00567,8,43,275587.52999999997,4,5,2,452,Loyal
C00568,1,34,279690.88,5,3,2,532,Loyal
C00569,9,34,282234.17,4,3,2,432,Loyal
C00570,12,28,276620.73,3,1,2,312,Regular
C00571,14,37,310485.15,3,4,3,343,Loyal
C00572,1,40,308625.1,5,4,3,543,Loyal
C00573,22,50,473595.34,2,5,5,255,Regular
C00574,1,36,237115.83000000002,5,3,1,531,Loyal
C00575,8,32,218566.57,4,2,1,421,New
C00576,51,35,229786.67,1,3,1,131,Regular
C00577,33,44,360107.63,2,5,4,254,Regular
C00578,20,35,348000.02,2,3,4,234,Regular
C00579,16,35,273966.76,3,3,2,332,Loyal
C00580,61,40,306397.04,1,4,3,143,Regular
C00581,16,31,341455.3,3,2,4,324,Regular
C00582,24,33,279526.29,2,2,2,222,At Risk
C00583,23,36,428743.19,2,3,5,235,Regular
C00584,25,33,320488.48,2,2,3,223,At Risk
C00585,5,30,254718.43,5,1,2,512,New
C00586,4,38,373120.31,5,4,4,544,Champions
C00587,24,32,261287.68,2,2,2,222,At Risk
C00588,1,30,182150.37,5,1,1,511,New
C00589,7,44,609029.21,4,5,5,455,Champions
C00590,3,28,266402.01,5,1,2,512,New
C00591,28,32,182868.48,2,2,1,221,At Risk
C00592,5,41,359387.69,5,5,4,554,Champions
C00593,37,38,374897.42,1,4,4,144,Regular
C00594,10,35,394232.37,4,3,5,435,Loyal
C00595,41,26,229466.29,1,1,1,111,At Risk
C00596,24,27,297370.34,2,1,3,213,At Risk
C00597,2,36,348335.21,5,3,4,534,Loyal
C00598,4,42,553017.47,5,5,5,555,Champions
C00599,1,27,306413.08999999997,5,1,3,513,New
C00600,35,41,355589.56,1,5,4,154,Regular
C00601,20,49,411781.67,2,5,5,255,Regular
C00602,12,31,223174.81,3,2,1,321,Regular
C00603,71,37,384350.91,1,4,4,144,Regular
C00604,2,36,383602.66,5,3,4,534,Loyal
C00605,32,34,186872.04,2,3,1,231,Regular
C00606,26,42,321750.38,2,5,3,253,Regular
C00607,9,41,433382.15,4,5,5,455,Champions
C00608,15,45,478418.23,3,5,5,355,Loyal
C00609,60,22,60545.25,1,1,1,111,At Risk
C00610,9,31,358621.43,4,2,4,424,New
C00611,33,36,378589.58,2,3,4,234,Regular
C00612,3,26,251211.32,5,1,2,512,New
C00613,16,31,314444.67,3,2,3,323,Regular
C00614,8,38,343054.34,4,4,4,444,Champions
C00615,57,35,303557.64,1,3,3,133,Regular
C00616,46,31,290580.58,1,2,2,122,At Risk
C00617,16,51,379164.46,3,5,4,354,Loyal
C00618,2,29,297978.3,5,1,3,513,New
C00619,22,32,271990.54,2,2,2,222,At Risk
C00620,48,31,294828.69,1,2,3,123,At Risk
C00621,3,42,423556.77,5,5,5,555,Champions
C00622,23,30,280257.88,2,1,2,212,At Risk
C00623,18,32,198931.11,3,2,1,321,Regular
C00624,43,26,215831.66999999998,1,1,1,111,At Risk
C00625,1,29,277086.59,5,1,2,512,New
C00626,8,35,342741.11,4,3,4,434,Loyal
C00627,10,43,363118.91,4,5,4,454,Champions
C00628,66,34,462014.89,1,3,5,135,Regular
C00629,16,32,354342.70999999996,3,2,4,324,Regular
C00630,15,37,285470.25,3,4,2,342,Loyal
C00631,13,45,420565.87,3,5,5,355,Loyal
C00632,22,47,444334.7,2,5,5,255,Regular
C00633,44,29,227539.81,1,1,1,111,At Risk
C00634,17,27,315681.79,3,1,3,313,Regular
C00635,86,35,339983.97,1,3,4,134,Regular
C00636,20,35,334428.52999999997,2,3,4,234,Regular
C00637,35,36,300336.76,1,3,3,133,Regular
C00638,35,40,362172.97,1,4,4,144,Regular
C00639,3,33,356227.27,5,2,4,524,New
C00640,36,35,292423.41000000003,1,3,3,133,Regular
C00641,17,38,454144.85,3,4,5,345,Loyal
C00642,10,29,191843.34,4,1,1,411,New
C00643,44,46,465171.94,1,5,5,155,Regular
C00644,9,38,268558.86,4,4,2,442,Loyal
C00645,4,36,273464.24,5,3,2,532,Loyal
C00646,70,35,330706.11,1,3,3,133,Regular
C00647,2,45,445765.53,5,5,5,555,Champions
C00648,9,40,358188.88,4,4,4,444,Champions
C00649,18,43,357984.43,3,5,4,354,Loyal
C00650,21,38,449930.45,2,4,5,245,Regular
C00651,10,32,311245.69,4,2,3,423,New
C00652,26,41,361625.51,2,5,4,254,Regular
C00653,9,35,357068.8,4,3,4,434,Loyal
C00654,4,32,214440.58,5,2,1,521,New
C00655,49,34,265025.98,1,3,2,132,Regular
C00656,20,24,235039.26,2,1,1,211,At Risk
C00657,6,43,363953.44,4,5,4,454,Champions
C00658,45,26,193035.13,1,1,1,111,At Risk
C00659,7,35,341224.82,4,3,4,434,Loyal
C00660,3,32,326506.1,5,2,3,523,New
C00661,32,40,378131.32,2,4,4,244,Regular
C00662,42,43,503079.51,1,5,5,155,Regular
C00663,55,31,283725.18,1,2,2,122,At Risk
C00664,2,35,264490.33,5,3,2,532,Loyal
C00665,8,37,311100.43,4,4,3,443,Loyal
C00666,13,36,226771.34,3,3,1,331,Loyal
C00667,9,22,225414.24,4,1,1,411,New
C00668,10,39,398887.24,4,4,5,445,Champions
C00669,14,41,405492.82,3,5,5,355,Loyal
C00670,13,35,276977.2,3,3,2,332,Loyal
C00671,2,23,114539.18999999999,5,1,1,511,New
C00672,6,36,449648.97000000003,4,3,5,435,Loyal
C00673,11,45,524504.1,4,5,5,455,Champions
C00674,23,40,334260.82,2,4,4,244,Regular
C00675,25,35,397809.29,2,3,5,235,Regular
C00676,1,55,383415.14999999997,5,5,4,554,Champions
C00677,1,31,208424.37,5,2,1,521,New
C00678,3,28,273728.93,5,1,2,512,New
C00679,8,43,417158.28,4,5,5,455,Champions
C00680,5,34,427612.33,5,3,5,535,Loyal
C00681,15,37,498580.32,3,4,5,345,Loyal
C00682,30,34,261564.58,2,3,2,232,Regular
C00683,25,35,328622.4,2,3,3,233,Regular
C00684,5,45,458071.75,5,5,5,555,Champions
C00685,25,37,323449.33999999997,2,4,3,243,Regular
C00686,2,39,309981.98,5,4,3,543,Loyal
C00687,21,39,396141.17000000004,2,4,5,245,Regular
C00688,3,35,391793.82,5,3,5,535,Loyal
C00689,10,32,269877.1,4,2,2,422,New
C00690,19,38,423850.97000000003,3,4,5,345,Loyal
C00691,178,24,201716.82,1,1,1,111,At Risk
C00692,5,41,254810.46,5,5,2,552,Loyal
C00693,22,30,353858.38,2,1,4,214,At Risk
C00694,39,40,307723.26,1,4,3,143,Regular
C00695,31,30,387435.27,2,1,4,214,At Risk
C00696,15,44,444046.28,3,5,5,355,Loyal
C00697,1,37,329889.38,5,4,3,543,Loyal
C00698,23,36,372652.34,2,3,4,234,Regular
C00699,14,38,306836.58999999997,3,4,3,343,Loyal
C00700,10,36,213928.91999999998,4,3,1,431,Loyal
C00701,3,44,494429.29000000004,5,5,5,555,Champions
C00702,7,38,390406.91,4,4,5,445,Champions
C00703,13,31,221179.94,3,2,1,321,Regular
C00704,8,36,274869.11,4,3,2,432,Loyal
C00705,27,34,360791.5,2,3,4,234,Regular
C00706,5,29,246181.75,5,1,2,512,New
C00707,11,35,411055.53,4,3,5,435,Loyal
C00708,11,26,167752.04,4,1,1,411,New
C00709,7,34,308317.65,4,3,3,433,Loyal
C00710,36,23,279743.33,1,1,2,112,At Risk
C00711,5,32,337107.66,5,2,4,524,New
C00712,6,43,476785.07,4,5,5,455,Champions
C00713,58,35,322210.76,1,3,3,133,Regular
C00714,10,43,466672.64,4,5,5,455,Champions
C00715,20,38,410552.54000000004,2,4,5,245,Regular
C00716,1,35,236694.46,5,3,1,531,Loyal
C00717,9,33,352088.08,4,2,4,424,New
C00718,5,29,261884.45,5,1,2,512,New
C00719,5,41,430449.11,5,5,5,555,Champions
C00720,8,34,395106.62,4,3,5,435,Loyal
C00721,35,32,384210.15,1,2,4,124,At Risk
C00722,3,27,377600.05,5,1,4,514,New
C00723,21,31,203210.51,2,2,1,221,At Risk
C00724,39,31,299293.89,1,2,3,123,At Risk
C00725,9,40,471413.64,4,4,5,445,Champions
C00726,6,42,373569.47,4,5,4,454,Champions
C00727,40,23,204421.41999999998,1,1,1,111,At Risk
C00728,10,49,452673.68,4,5,5,455,Champions
C00729,28,20,138870.53,2,1,1,211,At Risk
C00730,8,42,365398.24,4,5,4,454,Champions
C00731,18,42,417215.02,3,5,5,355,Loyal
C00732,28,36,311121.93,2,3,3,233,Regular
C00733,24,33,390078.76,2,2,5,225,At Risk
C00734,1,34,200935.44,5,3,1,531,Loyal
C00735,4,33,347424.65,5,2,4,524,New
C00736,27,28,256827.63,2,1,2,212,At Risk
C00737,24,36,334207.28,2,3,4,234,Regular
C00738,5,40,293077.14,5,4,3,543,Loyal
C00739,11,33,270244.17,4,2,2,422,New
C00740,25,35,318818.05,2,3,3,233,Regular
C00741,8,47,355743.18,4,5,4,454,Champions
C00742,4,43,401007.54,5,5,5,555,Champions
C00743,45,40,312819.96,1,4,3,143,Regular
C00744,29,39,292761.86,2,4,3,243,Regular
C00745,7,39,347537.3,4,4,4,444,Champions
C00746,3,38,444343.92,5,4,5,545,Champions
C00747,3,42,333349.69,5,5,4,554,Champions
C00748,8,41,352148.35,4,5,4,454,Champions
C00749,8,29,203218.85,4,1,1,411,New
C00750,5,31,235566.68,5,2,1,521,New
C00751,18,38,438750.51,3,4,5,345,Loyal
C00752,3,37,307019.99,5,4,3,543,Loyal
C00753,18,27,155251.59,3,1,1,311,Regular
C00754,27,27,279213.1,2,1,2,212,At Risk
C00755,27,38,330116.82,2,4,3,243,Regular
C00756,14,43,472154.17,3,5,5,355,Loyal
C00757,22,36,300317.28,2,3,3,233,Regular
C00758,7,49,547851.05,4,5,5,455,Champions
C00759,9,36,297776.38,4,3,3,433,Loyal
C00760,45,29,259616.88,1,1,2,112,At Risk
C00761,31,28,413853.97,2,1,5,215,At Risk
C00762,28,29,196745.01,2,1,1,211,At Risk
C00763,65,27,221734.41,1,1,1,111,At Risk
C00764,45,33,268673.62,1,2,2,122,At Risk
C00765,17,34,256159.47,3,3,2,332,Loyal
C00766,23,39,378402.48,2,4,4,244,Regular
C00767,11,34,294165.18,4,3,3,433,Loyal
C00768,3,45,346892.88,5,5,4,554,Champions
C00769,2,31,224240.03,5,2,1,521,New
C00770,40,29,159607.49,1,1,1,111,At Risk
C00771,42,25,221825.53,1,1,1,111,At Risk
C00772,69,36,300875.35,1,3,3,133,Regular
C00773,1,34,241143.19,5,3,1,531,Loyal
C00774,24,31,229850.65,2,2,1,221,At Risk
C00775,5,28,184349.45,5,1,1,511,New
C00776,14,41,484282.86,3,5,5,355,Loyal
C00777,13,32,247972.2,3,2,2,322,Regular
C00778,70,29,285224.03,1,1,2,112,At Risk
C00779,1,29,243715.11,5,1,1,511,New
C00780,5,36,263917.85,5,3,2,532,Loyal
C00781,6,35,414229.26,4,3,5,435,Loyal
C00782,45,45,286653.23,1,5,2,152,Regular
C00783,15,36,314119.01,3,3,3,333,Loyal
C00784,2,31,289504.07,5,2,2,522,New
C00785,12,37,239370.98,3,4,1,341,Loyal
C00786,10,35,246225.43,4,3,2,432,Loyal
C00787,42,25,279194.44,1,1,2,112,At Risk
C00788,18,36,256705.41999999998,3,3,2,332,Loyal
C00789,3,36,317304.0,5,3,3,533,Loyal
C00790,53,29,313006.22000000003,1,1,3,113,At Risk
C00791,5,43,416308.61,5,5,5,555,Champions
C00792,21,35,289763.08,2,3,2,232,Regular
C00793,11,34,376062.39,4,3,4,434,Loyal
C00794,44,33,392246.64,1,2,5,125,At Risk
C00795,58,30,205305.85,1,1,1,111,At Risk
C00796,3,39,461354.1,5,4,5,545,Champions
C00797,15,43,381397.83,3,5,4,354,Loyal
C00798,3,39,325938.15,5,4,3,543,Loyal
C00799,2,41,364852.89,5,5,4,554,Champions
C00800,86,34,372358.57,1,3,4,134,Regular
C00801,57,26,190224.94,1,1,1,111,At Risk
C00802,38,22,173739.69,1,1,1,111,At Risk
C00803,53,45,463726.67,1,5,5,155,Regular
C00804,18,41,435576.61,3,5,5,355,Loyal
C00805,69,41,272922.17,1,5,2,152,Regular
C00806,5,31,218737.98,5,2,1,521,New
C00807,3,33,261662.12000000002,5,2,2,522,New
C00808,1,46,480299.74,5,5,5,555,Champions
C00809,17,40,304790.73,3,4,3,343,Loyal
C00810,11,34,276259.53,4,3,2,432,Loyal
C00811,5,36,375130.31,5,3,4,534,Loyal
C00812,12,52,427454.44,3,5,5,355,Loyal
C00813,57,32,331689.5,1,2,3,123,At Risk
C00814,82,36,383984.9,1,3,4,134,Regular
C00815,68,41,310504.76,1,5,3,153,Regular
C00816,46,38,442115.23,1,4,5,145,Regular
C00817,3,32,266148.85,5,2,2,522,New
C00818,10,31,376229.35000000003,4,2,4,424,New
C00819,28,32,384906.04,2,2,4,224,At Risk
C00820,1,30,320610.67,5,1,3,513,New
C00821,2,44,467084.27,5,5,5,555,Champions
C00822,21,28,278788.85,2,1,2,212,At Risk
C00823,2,36,359531.48,5,3,4,534,Loyal
C00824,31,34,188991.41,2,3,1,231,Regular
C00825,25,31,361030.17,2,2,4,224,At Risk
C00826,2,35,455372.22000000003,5,3,5,535,Loyal
C00827,2,37,379980.63,5,4,4,544,Champions
C00828,81,50,499516.8,1,5,5,155,Regular
C00829,1,43,498254.45,5,5,5,555,Champions
C00830,15,28,239578.11000000002,3,1,1,311,Regular
C00831,57,35,306097.04,1,3,3,133,Regular
C00832,21,26,171738.68,2,1,1,211,At Risk
C00833,30,26,148819.15,2,1,1,211,At Risk
C00834,10,30,340710.48,4,1,4,414,New
C00835,7,32,317533.06,4,2,3,423,New
C00836,22,42,397081.34,2,5,5,255,Regular
C00837,9,44,472265.9,4,5,5,455,Champions
C00838,21,36,283744.31,2,3,2,232,Regular
C00839,11,36,357856.46,4,3,4,434,Loyal
C00840,72,26,231244.4,1,1,1,111,At Risk
C00841,31,38,372924.89,2,4,4,244,Regular
C00842,27,31,188653.68,2,2,1,221,At Risk
C00843,37,49,361513.06,1,5,4,154,Regular
C00844,55,37,332581.63,1,4,3,143,Regular
C00845,7,32,241394.63999999998,4,2,1,421,New
C00846,8,25,282170.85000000003,4,1,2,412,New
C00847,2,24,187131.76,5,1,1,511,New
C00848,17,27,142264.34,3,1,1,311,Regular
C00849,48,37,443270.88,1,4,5,145,Regular
C00850,51,30,247704.96,1,1,2,112,At Risk
C00851,19,41,433455.7,3,5,5,355,Loyal
C00852,7,35,377560.41000000003,4,3,4,434,Loyal
C00853,28,37,371810.3,2,4,4,244,Regular
C00854,36,33,253726.89,1,2,2,122,At Risk
C00855,30,43,263397.38,2,5,2,252,Regular
C00856,10,44,487379.96,4,5,5,455,Champions
C00857,10,34,318842.02,4,3,3,433,Loyal
C00858,6,34,275278.72,4,3,2,432,Loyal
C00859,1,33,289130.68,5,2,2,522,New
C00860,2,37,297848.18,5,4,3,543,Loyal
C00861,11,34,217741.75,4,3,1,431,Loyal
C00862,8,37,410074.36,4,4,5,445,Champions
C00863,4,37,197589.55,5,4,1,541,Loyal
C00864,8,31,241666.30000000002,4,2,1,421,New
C00865,2,38,419349.87,5,4,5,545,Champions
C00866,6,28,260348.03,4,1,2,412,New
C00867,36,42,448481.72000000003,1,5,5,155,Regular
C00868,1,34,356844.88,5,3,4,534,Loyal
C00869,3,35,320106.68,5,3,3,533,Loyal
C00870,92,29,166189.89,1,1,1,111,At Risk
C00871,11,36,225565.38,4,3,1,431,Loyal
C00872,11,36,406656.11,4,3,5,435,Loyal
C00873,14,37,434145.2,3,4,5,345,Loyal
C00874,7,38,319953.1,4,4,3,443,Loyal
C00875,10,42,339295.25,4,5,4,454,Champions
C00876,25,38,445602.96,2,4,5,245,Regular
C00877,28,36,181579.25,2,3,1,231,Regular
C00878,19,33,182555.91999999998,3,2,1,321,Regular
C00879,7,45,318277.94,4,5,3,453,Loyal
C00880,14,22,229217.42,3,1,1,311,Regular
C00881,11,29,493663.58,4,1,5,415,New
C00882,64,37,251971.11,1,4,2,142,Regular
C00883,30,38,256426.56,2,4,2,242,Regular
C00884,21,32,261691.91,2,2,2,222,At Risk
C00885,18,32,219155.43,3,2,1,321,Regular
C00886,39,29,340275.72000000003,1,1,4,114,At Risk
C00887,37,29,245377.17,1,1,2,112,At Risk
C00888,22,34,458021.15,2,3,5,235,Regular
C00889,31,49,558481.43,2,5,5,255,Regular
C00890,38,36,264552.89,1,3,2,132,Regular
C00891,7,35,520822.66000000003,4,3,5,435,Loyal
C00892,14,34,253788.42,3,3,2,332,Loyal
C00893,58,37,303172.66,1,4,3,143,Regular
C00894,10,24,216225.73,4,1,1,411,New
C00895,16,41,357088.44,3,5,4,354,Loyal
C00896,9,38,375086.93,4,4,4,444,Champions
C00897,44,37,333409.04,1,4,4,144,Regular
C00898,1,46,294941.9,5,5,3,553,Loyal
C00899,30,43,457653.34,2,5,5,255,Regular
C00900,7,41,258645.68,4,5,2,452,Loyal
C00901,23,23,185583.13,2,1,1,211,At Risk
C00902,17,32,341842.82,3,2,4,324,Regular
C00903,17,18,178384.45,3,1,1,311,Regular
C00904,4,37,186160.24000000002,5,4,1,541,Loyal
C00905,34,23,181953.1,2,1,1,211,At Risk
C00906,16,31,250368.39,3,2,2,322,Regular
C00907,16,38,263665.92,3,4,2,342,Loyal
C00908,1,29,359259.97000000003,5,1,4,514,New
C00909,15,30,178568.94,3,1,1,311,Regular
C00910,28,34,246632.76,2,3,2,232,Regular
C00911,42,33,223713.31,1,2,1,121,At Risk
C00912,19,38,177020.07,3,4,1,341,Loyal
C00913,15,38,388160.74,3,4,4,344,Loyal
C00914,27,21,288247.74,2,1,2,212,At Risk
C00915,4,43,415339.52,5,5,5,555,Champions
C00916,9,40,364908.63,4,4,4,444,Champions
C00917,4,33,281826.75,5,2,2,522,New
C00918,52,29,270806.13,1,1,2,112,At Risk
C00919,17,34,256723.16,3,3,2,332,Loyal
C00920,24,32,216531.77,2,2,1,221,At Risk
C00921,45,37,294461.22,1,4,3,143,Regular
C00922,16,26,282001.74,3,1,2,312,Regular
C00923,14,38,319960.57,3,4,3,343,Loyal
C00924,22,32,333220.94,2,2,4,224,At Risk
C00925,11,43,455021.1,4,5,5,455,Champions
C00926,10,35,443597.20999999996,4,3,5,435,Loyal
C00927,65,43,424049.97,1,5,5,155,Regular
C00928,11,30,237585.67,4,1,1,411,New
C00929,4,38,307320.93,5,4,3,543,Loyal
C00930,2,31,317689.21,5,2,3,523,New
C00931,22,42,246698.24,2,5,2,252,Regular
C00932,12,30,237005.6,3,1,1,311,Regular
C00933,4,37,371203.45,5,4,4,544,Champions
C00934,24,34,309557.59,2,3,3,233,Regular
C00935,20,38,366909.03,2,4,4,244,Regular
C00936,15,42,304726.69,3,5,3,353,Loyal
C00937,1,48,329805.1,5,5,3,553,Loyal
C00938,6,38,303505.8,4,4,3,443,Loyal
C00939,2,39,316489.72,5,4,3,543,Loyal
C00940,11,41,350376.04,4,5,4,454,Champions
C00941,15,35,483745.93,3,3,5,335,Loyal
C00942,4,31,295395.53,5,2,3,523,New
C00943,7,38,299007.53,4,4,3,443,Loyal
C00944,44,42,342619.01,1,5,4,154,Regular
C00945,29,30,302079.32,2,1,3,213,At Risk
C00946,9,36,266623.45,4,3,2,432,Loyal
C00947,9,32,261373.51,4,2,2,422,New
C00948,7,35,208598.02,4,3,1,431,Loyal
C00949,18,33,421925.37,3,2,5,325,Regular
C00950,54,33,353715.0,1,2,4,124,At Risk
C00951,37,32,201411.13,1,2,1,121,At Risk
C00952,42,34,298115.49,1,3,3,133,Regular
C00953,7,39,284484.68,4,4,2,442,Loyal
C00954,53,29,402288.25,1,1,5,115,At Risk
C00955,66,30,219013.84,1,1,1,111,At Risk
C00956,3,41,348597.94,5,5,4,554,Champions
C00957,2,27,202272.06,5,1,1,511,New
C00958,38,32,348451.15,1,2,4,124,At Risk
C00959,10,28,269041.20999999996,4,1,2,412,New
C00960,21,35,336924.48,2,3,4,234,Regular
C00961,24,36,484513.94,2,3,5,235,Regular
C00962,11,31,330340.8,4,2,3,423,New
C00963,11,39,218581.92,4,4,1,441,Loyal
C00964,47,36,345936.98,1,3,4,134,Regular
C00965,15,26,104553.16,3,1,1,311,Regular
C00966,27,43,355211.12,2,5,4,254,Regular
C00967,4,43,431368.0,5,5,5,555,Champions
C00968,25,31,194053.25,2,2,1,221,At Risk
C00969,96,26,176563.05,1,1,1,111,At Risk
C00970,47,39,384811.16,1,4,4,144,Regular
C00971,29,33,332703.69,2,2,4,224,At Risk
C00972,23,32,281046.66,2,2,2,222,At Risk
C00973,22,40,305248.57,2,4,3,243,Regular
C00974,26,31,312538.94,2,2,3,223,At Risk
C00975,20,39,410615.98,2,4,5,245,Regular
C00976,18,48,370879.08,3,5,4,354,Loyal
C00977,2,30,301536.37,5,1,3,513,New
C00978,34,39,224418.29,2,4,1,241,Regular
C00979,43,48,349449.68,1,5,4,154,Regular
C00980,8,35,387891.33,4,3,4,434,Loyal
C00981,83,26,311160.82,1,1,3,113,At Risk
C00982,11,37,336549.35,4,4,4,444,Champions
C00983,18,38,398215.57,3,4,5,345,Loyal
C00984,11,34,426157.49,4,3,5,435,Loyal
C00985,8,41,359113.1,4,5,4,454,Champions
C00986,28,22,355364.1,2,1,4,214,At Risk
C00987,3,31,285695.47000000003,5,2,2,522,New
C00988,47,43,397565.3,1,5,5,155,Regular
C00989,17,30,346485.59,3,1,4,314,Regular
C00990,27,42,500878.18,2,5,5,255,Regular
C00991,42,26,167289.52,1,1,1,111,At Risk
C00992,7,36,329656.02,4,3,3,433,Loyal
C00993,39,41,540181.08,1,5,5,155,Regular
C00994,8,36,316402.9,4,3,3,433,Loyal
C00995,3,37,275352.38,5,4,2,542,Loyal
C00996,12,34,214829.1,3,3,1,331,Loyal
C00997,11,38,348027.89,4,4,4,444,Champions
C00998,1,35,390847.83,5,3,5,535,Loyal
C00999,25,40,370694.5,2,4,4,244,Regular
C01000,5,29,259398.46,5,1,2,512,New
C01001,1,34,390874.3,5,3,5,535,Loyal
C01002,38,31,302396.60000000003,1,2,3,123,At Risk
C01003,8,30,302314.82,4,1,3,413,New
C01004,5,37,311870.57999999996,5,4,3,543,Loyal
C01005,48,31,257698.83,1,2,2,122,At Risk
C01006,1,47,385542.19,5,5,4,554,Champions
C01007,21,38,384386.74,2,4,4,244,Regular
C01008,45,27,190980.41,1,1,1,111,At Risk
C01009,23,43,420174.68,2,5,5,255,Regular
C01010,52,45,544034.31,1,5,5,155,Regular
C01011,25,41,475219.65,2,5,5,255,Regular
C01012,33,33,227528.34,2,2,1,221,At Risk
C01013,26,29,261411.65,2,1,2,212,At Risk
C01014,17,54,482399.8,3,5,5,355,Loyal
C01015,9,40,441866.48,4,4,5,445,Champions
C01016,120,26,186969.36,1,1,1,111,At Risk
C01017,29,38,366096.17,2,4,4,244,Regular
C01018,41,20,76039.44,1,1,1,111,At Risk
C01019,2,33,246638.83000000002,5,2,2,522,New
C01020,40,37,328002.18,1,4,3,143,Regular
C01021,1,37,298088.91,5,4,3,543,Loyal
C01022,39,39,312136.55,1,4,3,143,Regular
C01023,5,32,326513.59,5,2,3,523,New
C01024,1,40,397512.83,5,4,5,545,Champions
C01025,48,28,354786.83999999997,1,1,4,114,At Risk
C01026,20,44,258920.43,2,5,2,252,Regular
C01027,5,35,266205.68,5,3,2,532,Loyal
C01028,19,27,280284.76,3,1,2,312,Regular
C01029,52,32,343991.61,1,2,4,124,At Risk
C01030,2,33,256602.17,5,2,2,522,New
C01031,62,26,214497.46,1,1,1,111,At Risk
C01032,3,39,340133.86,5,4,4,544,Champions
C01033,8,33,306477.16000000003,4,2,3,423,New
C01034,9,30,414208.14,4,1,5,415,New
C01035,15,31,271450.62,3,2,2,322,Regular
C01036,22,36,303146.75,2,3,3,233,Regular
C01037,9,40,387274.7,4,4,4,444,Champions
C01038,24,33,193889.35,2,2,1,221,At Risk
C01039,80,27,212490.03,1,1,1,111,At Risk
C01040,13,31,386535.93,3,2,4,324,Regular
C01041,54,26,318471.64999999997,1,1,3,113,At Risk
C01042,35,42,323292.63,1,5,3,153,Regular
C01043,27,27,288829.78,2,1,2,212,At Risk
C01044,16,33,352422.04,3,2,4,324,Regular
C01045,11,44,457510.95,4,5,5,455,Champions
C01046,43,31,327243.86,1,2,3,123,At Risk
C01047,85,20,206884.61,1,1,1,111,At Risk
C01048,8,41,293835.26,4,5,3,453,Loyal
C01049,3,36,323206.7,5,3,3,533,Loyal
C01050,15,34,316564.55,3,3,3,333,Loyal
C01051,15,34,279444.98,3,3,2,332,Loyal
C01052,27,34,244679.72,2,3,2,232,Regular
C01053,37,34,269837.16,1,3,2,132,Regular
C01054,52,43,462251.46,1,5,5,155,Regular
C01055,12,38,360031.63,3,4,4,344,Loyal
C01056,4,36,318781.73,5,3,3,533,Loyal
C01057,4,36,265453.77,5,3,2,532,Loyal
C01058,44,37,440956.02,1,4,5,145,Regular
C01059,2,29,426051.91,5,1,5,515,New
C01060,24,48,376410.41,2,5,4,254,Regular
C01061,12,38,488737.33999999997,3,4,5,345,Loyal
C01062,32,35,310100.41,2,3,3,233,Regular
C01063,24,34,227557.07,2,3,1,231,Regular
C01064,8,29,220483.53,4,1,1,411,New
C01065,17,26,234313.7,3,1,1,311,Regular
C01066,35,34,258338.72,1,3,2,132,Regular
C01067,29,24,261176.15,2,1,2,212,At Risk
C01068,34,35,265761.88,2,3,2,232,Regular
C01069,2,32,334117.15,5,2,4,524,New
C01070,9,30,246399.27,4,1,2,412,New
C01071,13,31,342583.95,3,2,4,324,Regular
C01072,26,34,212665.16999999998,2,3,1,231,Regular
C01073,3,41,335967.25,5,5,4,554,Champions
C01074,41,40,524352.6900000001,1,4,5,145,Regular
C01075,6,34,330604.44,4,3,3,433,Loyal
C01076,5,37,321553.17,5,4,3,543,Loyal
C01077,10,32,288355.0,4,2,2,422,New
C01078,12,40,288420.49,3,4,2,342,Loyal
C01079,18,24,185205.84,3,1,1,311,Regular
C01080,11,37,330501.78,4,4,3,443,Loyal
C01081,42,25,211458.30000000002,1,1,1,111,At Risk
C01082,18,29,320143.27,3,1,3,313,Regular
C01083,13,27,231133.38,3,1,1,311,Regular
C01084,4,47,440694.13,5,5,5,555,Champions
C01085,57,37,369873.05,1,4,4,144,Regular
C01086,34,37,374577.03,2,4,4,244,Regular
C01087,22,39,323880.17,2,4,3,243,Regular
C01088,8,38,342805.21,4,4,4,444,Champions
C01089,3,33,423410.22,5,2,5,525,New
C01090,13,47,406954.08,3,5,5,355,Loyal
C01091,40,32,296915.94,1,2,3,123,At Risk
C01092,17,38,440174.43,3,4,5,345,Loyal
C01093,9,35,395813.68,4,3,5,435,Loyal
C01094,109,30,118665.12,1,1,1,111,At Risk
C01095,19,33,288134.01,3,2,2,322,Regular
C01096,8,39,213230.81,4,4,1,441,Loyal
C01097,27,37,301630.45,2,4,3,243,Regular
C01098,13,32,335437.0,3,2,4,324,Regular
C01099,53,40,322401.21,1,5,3,153,Regular
C01100,10,37,236783.69,4,4,1,441,Loyal
