customer_id,merchant_category,amount
C00512,Fuel,2842.53
C00512,Groceries,1854.5500000000002
C00512,Healthcare,21688.879999999997
C00512,Online Shopping,26889.61
C00512,Travel,41870.93
C00513,Bills & Utilities,15870.64
C00513,Dining,5980.67
C00513,Electronics,85400.70999999999
C00513,Entertainment,6397.26
C00513,Fashion,16793.550000000003
C00513,Fuel,8862.94
C00513,Groceries,4743.76
C00513,Healthcare,60152.72
C00513,Online Shopping,116962.31999999999
C00513,Travel,141094.75
C00514,Bills & Utilities,8351.16
C00514,Dining,7298.99
C00514,Electronics,86347.63
C00514,Entertainment,2280.78
C00514,Fashion,22145.01
C00514,Fuel,12051.94
C00514,Groceries,5884.81
C00514,Healthcare,47241.560000000005
C00514,Online Shopping,8135.78
C00514,Travel,71529.58
C00515,Bills & Utilities,18424.620000000003
C00515,Dining,3349.43
C00515,Electronics,36743.78
C00515,Entertainment,2443.27
C00515,Fashion,21222.2
C00515,Fuel,7554.49
C00515,Groceries,5079.08
C00515,Healthcare,80612.31
C00515,Travel,50443.6
C00516,Dining,5971.75
C00516,Electronics,53697.95
C00516,Entertainment,9526.41
C00516,Fashion,31385.98
C00516,Fuel,15477.8
C00516,Groceries,1758.73
C00516,Healthcare,52154.380000000005
C00516,Online Shopping,43668.03
C00516,Travel,36982.0
C00517,Bills & Utilities,15707.0
C00517,Dining,5044.0
C00517,Electronics,62939.33
C00517,Entertainment,6216.38
C00517,Fashion,38648.79
C00517,Fuel,10717.0
C00517,Groceries,3510.8
C00517,Healthcare,10997.35
C00517,Online Shopping,45056.86
C00518,Bills & Utilities,6641.53
C00518,Dining,4710.57
C00518,Electronics,113781.93
C00518,Entertainment,9936.25
C00518,Fashion,32729.64
C00518,Fuel,6774.42
C00518,Groceries,7949.13
C00518,Healthcare,7471.01
C00518,Online Shopping,49043.22
C00518,Travel,54357.490000000005
C00519,Bills & Utilities,4298.68
C00519,Dining,7348.69
C00519,Electronics,11431.07
C00519,Entertainment,742.82
C00519,Fashion,68941.14
C00519,Fuel,5250.88
C00519,Groceries,7239.3099999999995
C00519,Healthcare,16986.05
C00519,Online Shopping,76026.89
C00519,Travel,79130.29000000001
C00520,Bills & Utilities,17651.09
C00520,Dining,4084.7700000000004
C00520,Electronics,33853.340000000004
C00520,Entertainment,4643.54
C00520,Fashion,52274.35
C00520,Fuel,11767.77
C00520,Groceries,9938.81
C00520,Online Shopping,12543.58
C00520,Travel,106408.76999999999
C00521,Bills & Utilities,5167.61
C00521,Dining,6774.54
C00521,Electronics,53534.630000000005
C00521,Entertainment,7473.83
C00521,Fashion,23239.989999999998
C00521,Fuel,11783.95
C00521,Groceries,1786.68
C00521,Healthcare,39737.28
C00521,Online Shopping,29629.42
C00521,Travel,161699.13
C00522,Bills & Utilities,24064.96
C00522,Dining,11226.25
C00522,Electronics,210124.66999999998
C00522,Entertainment,6659.26
C00522,Fashion,14421.84
C00522,Fuel,2806.8
C00522,Groceries,6960.5599999999995
C00522,Healthcare,25114.66
C00522,Online Shopping,83624.9
C00522,Travel,21919.06
C00523,Bills & Utilities,13762.05
C00523,Dining,8370.97
C00523,Electronics,110143.94
C00523,Entertainment,2796.0699999999997
C00523,Fashion,13707.73
C00523,Fuel,5240.15
C00523,Groceries,5326.94
C00523,Healthcare,30575.65
C00523,Online Shopping,31839.04
C00523,Travel,58322.55
C00524,Bills & Utilities,12713.12
C00524,Dining,7671.04
C00524,Electronics,50164.64
C00524,Entertainment,2226.08
C00524,Fashion,16777.22
C00524,Fuel,7006.76
C00524,Groceries,8981.210000000001
C00524,Healthcare,45994.0
C00524,Online Shopping,72167.73999999999
C00525,Bills & Utilities,6492.35
C00525,Electronics,241909.78999999998
C00525,Entertainment,7539.870000000001
C00525,Fashion,61756.42
C00525,Fuel,17285.309999999998
C00525,Groceries,13963.95
C00525,Healthcare,37265.6
C00525,Online Shopping,101166.92
C00525,Travel,38495.229999999996
C00526,Bills & Utilities,17311.94
C00526,Dining,4262.43
C00526,Electronics,345322.13
C00526,Entertainment,3904.05
C00526,Fashion,16453.8
C00526,Fuel,9549.71
C00526,Groceries,3599.2
C00526,Healthcare,1965.11
C00526,Online Shopping,12346.57
C00526,Travel,31438.940000000002
C00527,Bills & Utilities,3550.5
C00527,Dining,6745.23
C00527,Electronics,123178.54
C00527,Entertainment,5743.2300000000005
C00527,Fashion,40926.5
C00527,Fuel,7790.0599999999995
C00527,Groceries,3595.51
C00527,Healthcare,28696.86
C00527,Online Shopping,15694.45
C00527,Travel,57001.740000000005
C00528,Bills & Utilities,5976.51
C00528,Dining,1753.8000000000002
C00528,Electronics,38362.01
C00528,Entertainment,2064.73
C00528,Fashion,44696.92
C00528,Fuel,4655.150000000001
C00528,Groceries,7208.139999999999
C00528,Healthcare,19897.88
C00528,Online Shopping,20402.83
C00528,Travel,24223.44
C00529,Dining,12428.96
C00529,Electronics,109466.56
C00529,Entertainment,3891.08
C00529,Fashion,33110.53
C00529,Fuel,5613.85
C00529,Groceries,7686.12
C00529,Healthcare,24573.16
C00529,Online Shopping,60214.91
C00529,Travel,111405.53
C00530,Bills & Utilities,19885.34
C00530,Dining,1656.9499999999998
C00530,Electronics,39933.74
C00530,Entertainment,6423.950000000001
C00530,Fashion,25439.379999999997
C00530,Fuel,12147.75
C00530,Groceries,10050.57
C00530,Healthcare,57591.81
C00530,Online Shopping,87772.68000000001
C00530,Travel,77331.11
C00531,Bills & Utilities,14872.64
C00531,Dining,14327.91
C00531,Electronics,318522.16
C00531,Entertainment,2079.31
C00531,Fashion,32961.450000000004
C00531,Fuel,11312.39
C00531,Groceries,4844.77
C00531,Healthcare,60149.62
C00531,Online Shopping,61553.17
C00531,Travel,71273.87
C00532,Bills & Utilities,18200.18
C00532,Dining,4055.99
C00532,Electronics,130926.87
C00532,Entertainment,4229.780000000001
C00532,Fashion,28204.54
C00532,Fuel,6384.389999999999
C00532,Groceries,7791.18
C00532,Healthcare,47038.759999999995
C00532,Online Shopping,16666.88
C00532,Travel,141204.48
C00533,Dining,3435.51
C00533,Electronics,142152.52
C00533,Entertainment,9636.7
C00533,Fashion,2760.25
C00533,Fuel,6875.780000000001
C00533,Groceries,12792.85
C00533,Healthcare,29630.44
C00533,Online Shopping,24777.16
C00533,Travel,76553.09
C00534,Bills & Utilities,10250.09
C00534,Dining,4488.59
C00534,Electronics,76434.84
C00534,Entertainment,4285.16
C00534,Fashion,32109.41
C00534,Fuel,7452.88
C00534,Groceries,879.96
C00534,Healthcare,9393.449999999999
C00534,Online Shopping,60857.729999999996
C00534,Travel,113067.71
C00535,Bills & Utilities,26568.57
C00535,Dining,3629.2599999999998
C00535,Electronics,41136.17
C00535,Entertainment,7466.4
C00535,Fashion,11031.87
C00535,Groceries,4309.35
C00535,Healthcare,15051.61
C00535,Online Shopping,30680.41
C00535,Travel,46072.91
C00536,Bills & Utilities,1200.52
C00536,Dining,3265.33
C00536,Electronics,63140.46
C00536,Entertainment,6574.780000000001
C00536,Fashion,13026.93
C00536,Fuel,16182.779999999999
C00536,Healthcare,95967.67
C00536,Online Shopping,49057.4
C00536,Travel,23118.14
C00537,Bills & Utilities,13582.65
C00537,Dining,2417.0
C00537,Electronics,58736.21
C00537,Entertainment,7908.68
C00537,Fashion,3471.93
C00537,Fuel,9896.63
C00537,Groceries,2002.9099999999999
C00537,Healthcare,35890.39
C00537,Online Shopping,65317.16
C00537,Travel,40834.21
C00538,Bills & Utilities,19726.190000000002
C00538,Dining,5000.82
C00538,Electronics,89090.72
C00538,Entertainment,7571.16
C00538,Fashion,20486.5
C00538,Fuel,9128.17
C00538,Groceries,10675.09
C00538,Healthcare,22125.510000000002
C00538,Online Shopping,35101.29
C00538,Travel,66506.23
C00539,Bills & Utilities,21850.47
C00539,Dining,185.98
C00539,Electronics,48298.42
C00539,Entertainment,6086.0199999999995
C00539,Fashion,28934.28
C00539,Fuel,4089.9700000000003
C00539,Groceries,521.3199999999999
C00539,Healthcare,46740.25
C00539,Online Shopping,35332.3
C00539,Travel,41048.840000000004
C00540,Bills & Utilities,3955.5
C00540,Electronics,92461.49
C00540,Entertainment,5961.01
C00540,Fashion,38654.85
C00540,Fuel,5442.65
C00540,Groceries,2284.7
C00540,Healthcare,39669.21
C00540,Online Shopping,67856.22
C00540,Travel,64421.270000000004
C00541,Bills & Utilities,17932.4
C00541,Dining,2031.9099999999999
C00541,Electronics,17685.95
C00541,Entertainment,9538.68
C00541,Fashion,45058.340000000004
C00541,Fuel,12061.76
C00541,Groceries,4793.54
C00541,Healthcare,18890.43
C00541,Online Shopping,11652.53
C00541,Travel,89604.59
C00542,Bills & Utilities,15928.52
C00542,Dining,2448.19
C00542,Electronics,10547.67
C00542,Entertainment,2915.77
C00542,Fashion,19167.07
C00542,Fuel,12764.68
C00542,Groceries,2491.02
C00542,Healthcare,38179.57
C00542,Online Shopping,47799.64
C00542,Travel,32446.9
C00543,Bills & Utilities,16708.03
C00543,Dining,3216.19
C00543,Electronics,258448.45
C00543,Entertainment,2894.9900000000002
C00543,Fashion,8998.52
C00543,Fuel,9526.15
C00543,Groceries,14145.69
C00543,Healthcare,45132.240000000005
C00543,Online Shopping,9932.84
C00543,Travel,93135.88
C00544,Bills & Utilities,17633.19
C00544,Dining,3218.91
C00544,Electronics,141172.62
C00544,Entertainment,4241.46
C00544,Fashion,82022.42
C00544,Fuel,6749.53
C00544,Groceries,5902.74
C00544,Healthcare,26593.68
C00544,Online Shopping,79293.67
C00544,Travel,101049.69
C00545,Bills & Utilities,9050.71
C00545,Dining,7367.73
C00545,Electronics,2072.59
C00545,Entertainment,3737.21
C00545,Fuel,6242.46
C00545,Groceries,3335.14
C00545,Healthcare,41008.93
C00545,Online Shopping,15622.21
C00545,Travel,62683.84
C00546,Bills & Utilities,9162.69
C00546,Dining,5998.71
C00546,Electronics,129687.36
C00546,Fashion,25888.870000000003
C00546,Fuel,7538.25
C00546,Groceries,3720.88
C00546,Healthcare,8840.39
C00546,Online Shopping,31895.190000000002
C00546,Travel,85187.38
C00547,Bills & Utilities,12192.099999999999
C00547,Dining,5613.25
C00547,Electronics,173551.32
C00547,Fashion,16390.96
C00547,Fuel,7738.92
C00547,Groceries,9511.51
C00547,Healthcare,18098.61
C00547,Online Shopping,28587.46
C00547,Travel,82946.87
C00548,Bills & Utilities,24611.06
C00548,Dining,6972.95
C00548,Electronics,54639.33
C00548,Entertainment,7999.51
C00548,Fashion,29259.410000000003
C00548,Fuel,11493.26
C00548,Groceries,1259.04
C00548,Healthcare,5251.68
C00548,Online Shopping,15392.67
C00548,Travel,8671.89
C00549,Bills & Utilities,16683.84
C00549,Dining,5622.19
C00549,Electronics,21904.19
C00549,Entertainment,4887.76
C00549,Fashion,23587.72
C00549,Fuel,12903.54
C00549,Groceries,7080.97
C00549,Healthcare,42773.61
C00549,Online Shopping,34722.4
C00549,Travel,43288.59
C00550,Bills & Utilities,23838.239999999998
C00550,Dining,3683.98
C00550,Electronics,188365.06
C00550,Entertainment,9424.49
C00550,Fashion,1533.48
C00550,Fuel,5008.92
C00550,Groceries,7723.45
C00550,Healthcare,57202.920000000006
C00550,Online Shopping,9361.05
C00550,Travel,94232.56
C00551,Dining,804.59
C00551,Electronics,155469.18
C00551,Entertainment,5300.75
C00551,Fashion,15740.009999999998
C00551,Fuel,3220.4300000000003
C00551,Groceries,7049.09
C00551,Healthcare,21930.91
C00551,Online Shopping,24545.73
C00551,Travel,27293.72
C00552,Bills & Utilities,4382.219999999999
C00552,Dining,2280.59
C00552,Electronics,131876.97
C00552,Entertainment,9055.6
C00552,Fashion,12271.16
C00552,Fuel,12922.3
C00552,Groceries,7436.43
C00552,Healthcare,68314.56999999999
C00552,Online Shopping,37881.39
C00552,Travel,67888.16
C00553,Bills & Utilities,23009.18
C00553,Dining,4341.63
C00553,Electronics,75785.70999999999
C00553,Entertainment,4679.85
C00553,Fashion,32269.809999999998
C00553,Fuel,3795.67
C00553,Groceries,7881.06
C00553,Healthcare,38529.3
C00553,Travel,127024.1
C00554,Dining,2729.96
C00554,Electronics,112519.21
C00554,Entertainment,1847.76
C00554,Fashion,13297.23
C00554,Fuel,11615.74
C00554,Groceries,3590.6000000000004
C00554,Healthcare,30187.729999999996
C00554,Online Shopping,30303.359999999997
C00554,Travel,152441.65
C00555,Bills & Utilities,2872.1099999999997
C00555,Dining,6718.05
C00555,Electronics,105867.61
C00555,Entertainment,2278.62
C00555,Fuel,7795.879999999999
C00555,Groceries,1636.83
C00555,Healthcare,22727.6
C00555,Online Shopping,52005.090000000004
C00555,Travel,100060.82999999999
C00556,Bills & Utilities,12701.98
C00556,Dining,9383.24
C00556,Electronics,57301.26
C00556,Entertainment,2864.0499999999997
C00556,Fashion,45143.950000000004
C00556,Fuel,12850.08
C00556,Healthcare,49208.4
C00556,Online Shopping,28474.29
C00556,Travel,55303.96
C00557,Bills & Utilities,513.64
C00557,Dining,8591.27
C00557,Electronics,81207.87
C00557,Entertainment,4677.32
C00557,Fashion,12818.65
C00557,Fuel,6798.48
C00557,Groceries,3757.83
C00557,Healthcare,38571.88
C00557,Online Shopping,40083.94
C00557,Travel,73825.29000000001
C00558,Bills & Utilities,15934.119999999999
C00558,Dining,2891.13
C00558,Electronics,60158.39
C00558,Entertainment,6921.16
C00558,Fashion,47076.630000000005
C00558,Fuel,12011.68
C00558,Groceries,2182.73
C00558,Healthcare,56128.25
C00558,Online Shopping,24359.67
C00558,Travel,126223.6
C00559,Bills & Utilities,6733.860000000001
C00559,Dining,5470.84
C00559,Electronics,136960.09
C00559,Entertainment,5538.24
C00559,Fashion,13511.880000000001
C00559,Fuel,4937.27
C00559,Groceries,1295.53
C00559,Healthcare,27094.93
C00559,Online Shopping,35688.4
C00559,Travel,176382.63999999998
C00560,Bills & Utilities,21691.39
C00560,Dining,11000.880000000001
C00560,Electronics,117732.84
C00560,Entertainment,1711.99
C00560,Fashion,27908.059999999998
C00560,Fuel,8396.12
C00560,Groceries,5211.26
C00560,Healthcare,12717.53
C00560,Online Shopping,28334.25
C00560,Travel,79281.9
C00561,Bills & Utilities,14689.900000000001
C00561,Dining,7458.27
C00561,Electronics,205552.13
C00561,Entertainment,4234.1
C00561,Fashion,13088.11
C00561,Fuel,6193.62
C00561,Groceries,3037.9300000000003
C00561,Healthcare,46904.2
C00561,Online Shopping,19846.71
C00561,Travel,75612.95
C00562,Bills & Utilities,12926.33
C00562,Dining,2762.56
C00562,Electronics,121735.01
C00562,Entertainment,3735.58
C00562,Fashion,13135.400000000001
C00562,Fuel,4562.45
C00562,Groceries,6974.74
C00562,Healthcare,42986.119999999995
C00562,Online Shopping,23564.19
C00562,Travel,96345.29000000001
C00563,Bills & Utilities,974.43
C00563,Dining,4020.58
C00563,Electronics,110496.96
C00563,Entertainment,4342.38
C00563,Fuel,15828.43
C00563,Groceries,4982.87
C00563,Healthcare,27005.120000000003
C00563,Online Shopping,2993.35
C00563,Travel,45480.89
C00564,Bills & Utilities,8275.0
C00564,Dining,5962.99
C00564,Electronics,106856.67
C00564,Entertainment,3825.36
C00564,Fashion,19650.47
C00564,Fuel,750.31
C00564,Groceries,15636.939999999999
C00564,Healthcare,25943.5
C00564,Online Shopping,59533.25
C00564,Travel,72543.23
C00565,Bills & Utilities,22687.22
C00565,Dining,3775.3199999999997
C00565,Electronics,98869.26000000001
C00565,Entertainment,5782.5
C00565,Fashion,27753.25
C00565,Fuel,5674.49
C00565,Groceries,6792.32
C00565,Healthcare,27906.71
C00565,Online Shopping,39171.25
C00565,Travel,55132.950000000004
C00566,Bills & Utilities,45605.729999999996
C00566,Dining,3096.44
C00566,Electronics,88676.31
C00566,Entertainment,10389.21
C00566,Fashion,11148.01
C00566,Fuel,19517.04
C00566,Groceries,6516.21
C00566,Healthcare,27343.32
C00566,Online Shopping,62958.49
C00566,Travel,104689.43000000001
C00567,Bills & Utilities,18570.02
C00567,Dining,3698.8999999999996
C00567,Electronics,12173.12
C00567,Entertainment,2196.7999999999997
C00567,Fashion,58435.15
C00567,Fuel,12048.68
C00567,Groceries,4628.55
C00567,Healthcare,73080.5
C00567,Online Shopping,55571.729999999996
C00567,Travel,35184.08
C00568,Bills & Utilities,23163.75
C00568,Dining,1973.43
C00568,Electronics,63553.38
C00568,Entertainment,5132.13
C00568,Fashion,23699.21
C00568,Fuel,7840.5
C00568,Groceries,7435.63
C00568,Healthcare,34246.84
C00568,Online Shopping,22934.0
C00568,Travel,89712.01000000001
C00569,Bills & Utilities,14480.189999999999
C00569,Dining,2473.66
C00569,Electronics,57964.200000000004
C00569,Entertainment,4427.4800000000005
C00569,Fashion,17254.79
C00569,Fuel,15428.98
C00569,Groceries,3215.1000000000004
C00569,Healthcare,38040.270000000004
C00569,Online Shopping,52265.58
C00569,Travel,76683.92
C00570,Bills & Utilities,1731.52
C00570,Dining,1176.99
C00570,Electronics,110934.16
C00570,Entertainment,10282.67
C00570,Fuel,15636.95
C00570,Groceries,3835.4700000000003
C00570,Healthcare,38094.87
C00570,Online Shopping,4835.13
C00570,Travel,90092.97
C00571,Bills & Utilities,12435.28
C00571,Dining,4403.139999999999
C00571,Electronics,75157.12
C00571,Entertainment,3690.59
C00571,Fashion,22957.95
C00571,Fuel,4631.08
C00571,Groceries,3618.52
C00571,Healthcare,63243.31
C00571,Online Shopping,66584.65
C00571,Travel,53763.509999999995
C00572,Bills & Utilities,31707.760000000002
C00572,Dining,6056.24
C00572,Electronics,61246.84
C00572,Entertainment,6505.200000000001
C00572,Fuel,7503.13
C00572,Groceries,5153.4400000000005
C00572,Healthcare,83466.18
C00572,Online Shopping,41011.399999999994
C00572,Travel,65974.91
C00573,Bills & Utilities,15364.789999999999
C00573,Dining,747.97
C00573,Electronics,143438.66
C00573,Entertainment,9961.439999999999
C00573,Fashion,46884.58
C00573,Fuel,12680.28
C00573,Groceries,10400.039999999999
C00573,Healthcare,33077.73
C00573,Online Shopping,79964.9
C00573,Travel,121074.95
C00574,Bills & Utilities,13914.36
C00574,Dining,9221.39
C00574,Electronics,65048.78
C00574,Entertainment,20313.08
C00574,Fashion,17754.739999999998
C00574,Fuel,4058.5
C00574,Groceries,3105.34
C00574,Healthcare,27253.1
C00574,Online Shopping,34203.43
C00574,Travel,42243.11
C00575,Bills & Utilities,15013.83
C00575,Dining,3716.2
C00575,Electronics,70499.09
C00575,Entertainment,8841.84
C00575,Fashion,10339.09
C00575,Fuel,14546.95
C00575,Groceries,4874.07
C00575,Healthcare,56141.89
C00575,Online Shopping,2744.25
C00575,Travel,31849.36
C00576,Bills & Utilities,3475.35
C00576,Dining,4369.91
C00576,Electronics,42334.44
C00576,Entertainment,12519.32
C00576,Fashion,23059.72
C00576,Fuel,13934.7
C00576,Groceries,7468.04
C00576,Healthcare,25179.98
C00576,Online Shopping,27589.55
C00576,Travel,69855.66
C00577,Bills & Utilities,13800.75
C00577,Dining,8588.4
C00577,Electronics,113035.51
C00577,Entertainment,4779.9400000000005
C00577,Fashion,63747.729999999996
C00577,Fuel,15390.71
C00577,Groceries,8264.32
C00577,Healthcare,32012.29
C00577,Online Shopping,10471.16
C00577,Travel,90016.82
C00578,Bills & Utilities,18660.49
C00578,Dining,3232.66
C00578,Electronics,188588.05
C00578,Entertainment,4955.82
C00578,Fashion,38426.53
C00578,Fuel,3883.5
C00578,Groceries,10290.06
C00578,Healthcare,32541.01
C00578,Online Shopping,13965.09
C00578,Travel,33456.81
C00579,Bills & Utilities,9745.37
C00579,Dining,1123.82
C00579,Electronics,108471.89
C00579,Entertainment,5539.42
C00579,Fashion,71835.64
C00579,Fuel,4446.3
C00579,Groceries,8989.96
C00579,Healthcare,59108.520000000004
C00579,Online Shopping,4705.84
C00580,Bills & Utilities,11807.04
C00580,Dining,6407.07
C00580,Electronics,92594.67
C00580,Entertainment,8896.529999999999
C00580,Fashion,47785.009999999995
C00580,Fuel,8643.68
C00580,Groceries,3372.8599999999997
C00580,Healthcare,50896.86
C00580,Online Shopping,41582.33
C00580,Travel,34410.99
C00581,Bills & Utilities,6489.89
C00581,Dining,4641.73
C00581,Electronics,185729.26
C00581,Entertainment,4155.35
C00581,Fuel,6134.8
C00581,Groceries,9190.95
C00581,Healthcare,17341.22
C00581,Online Shopping,25010.92
C00581,Travel,82761.18
C00582,Bills & Utilities,2626.37
C00582,Dining,3159.65
C00582,Electronics,117051.62
C00582,Entertainment,4565.24
C00582,Fashion,30351.53
C00582,Fuel,10550.19
C00582,Groceries,10167.98
C00582,Online Shopping,21132.34
C00582,Travel,79921.37
C00583,Bills & Utilities,11784.2
C00583,Dining,3777.95
C00583,Electronics,173598.76
C00583,Entertainment,3966.93
C00583,Fashion,53055.28
C00583,Fuel,11388.91
C00583,Groceries,819.3399999999999
C00583,Healthcare,56447.11
C00583,Online Shopping,11833.62
C00583,Travel,102071.09
C00584,Bills & Utilities,4093.74
C00584,Dining,6173.530000000001
C00584,Electronics,79433.64
C00584,Entertainment,4326.69
C00584,Fashion,57291.39
C00584,Fuel,2907.78
C00584,Groceries,3401.24
C00584,Healthcare,61388.91
C00584,Online Shopping,101471.56
C00585,Bills & Utilities,7032.34
C00585,Electronics,99354.66
C00585,Entertainment,2779.81
C00585,Fashion,48220.380000000005
C00585,Fuel,13237.5
C00585,Groceries,764.59
C00585,Healthcare,16977.62
C00585,Online Shopping,29054.24
C00585,Travel,37297.29
C00586,Bills & Utilities,4902.83
C00586,Dining,3599.08
C00586,Electronics,130116.42000000001
C00586,Entertainment,1712.26
C00586,Fashion,40823.009999999995
C00586,Fuel,19776.95
C00586,Groceries,4195.2
C00586,Healthcare,48827.81
C00586,Online Shopping,34841.36
C00586,Travel,84325.39
C00587,Bills & Utilities,9977.3
C00587,Dining,8368.99
C00587,Electronics,65687.8
C00587,Entertainment,7084.73
C00587,Fashion,27656.34
C00587,Healthcare,13762.779999999999
C00587,Online Shopping,79867.59
C00587,Travel,48882.15
C00588,Bills & Utilities,13080.21
C00588,Dining,3763.83
C00588,Electronics,83028.98
C00588,Entertainment,4618.5599999999995
C00588,Fashion,4631.34
C00588,Fuel,7349.91
C00588,Groceries,4290.03
C00588,Healthcare,35064.25
C00588,Online Shopping,21688.089999999997
C00588,Travel,4635.17
C00589,Bills & Utilities,31442.89
C00589,Dining,4992.969999999999
C00589,Electronics,210549.26
C00589,Entertainment,8442.33
C00589,Fashion,62756.8
C00589,Fuel,3154.26
C00589,Groceries,3824.62
C00589,Healthcare,40625.74
C00589,Online Shopping,20228.260000000002
C00589,Travel,223012.08
C00590,Bills & Utilities,1042.13
C00590,Dining,997.82
C00590,Electronics,46778.33
C00590,Entertainment,6718.21
C00590,Fashion,26128.23
C00590,Fuel,6235.4
C00590,Groceries,4794.53
C00590,Healthcare,27898.24
C00590,Online Shopping,33962.399999999994
C00590,Travel,111846.72
C00591,Bills & Utilities,26890.91
C00591,Dining,2770.5
C00591,Electronics,7358.17
C00591,Entertainment,7638.5199999999995
C00591,Fuel,9564.17
C00591,Groceries,12194.61
C00591,Healthcare,19829.83
C00591,Online Shopping,54348.38
C00591,Travel,42273.39
C00592,Bills & Utilities,19475.09
C00592,Dining,8370.27
C00592,Electronics,72983.55
C00592,Entertainment,7326.75
C00592,Fashion,75236.20999999999
C00592,Fuel,11529.24
C00592,Groceries,3318.48
C00592,Healthcare,16556.31
C00592,Travel,144591.79
C00593,Bills & Utilities,2776.72
C00593,Dining,4306.929999999999
C00593,Electronics,147810.77
C00593,Entertainment,1144.18
C00593,Fashion,31371.73
C00593,Fuel,7544.61
C00593,Groceries,5922.4400000000005
C00593,Healthcare,65979.95
C00593,Online Shopping,32404.67
C00593,Travel,75635.42
C00594,Bills & Utilities,25579.4
C00594,Dining,4731.07
C00594,Electronics,153233.7
C00594,Entertainment,1890.51
C00594,Fashion,36860.92
C00594,Fuel,5158.68
C00594,Groceries,3342.34
C00594,Healthcare,13588.04
C00594,Online Shopping,47474.33
C00594,Travel,102373.38
C00595,Bills & Utilities,9139.95
C00595,Dining,1348.5300000000002
C00595,Electronics,117964.15
C00595,Entertainment,3357.69
C00595,Fuel,6945.68
C00595,Healthcare,9890.800000000001
C00595,Online Shopping,25510.16
C00595,Travel,55309.33
C00596,Bills & Utilities,5446.969999999999
C00596,Dining,3872.95
C00596,Electronics,112669.49
C00596,Entertainment,1990.51
C00596,Fashion,3371.88
C00596,Fuel,2491.09
C00596,Groceries,1833.63
C00596,Healthcare,43875.12
C00596,Online Shopping,39021.479999999996
C00596,Travel,82797.22
C00597,Bills & Utilities,29122.510000000002
C00597,Dining,6270.67
C00597,Electronics,85365.06
C00597,Entertainment,2880.6800000000003
C00597,Fashion,54188.85
C00597,Fuel,4116.22
C00597,Groceries,1029.74
C00597,Healthcare,52603.56
C00597,Online Shopping,22392.05
C00597,Travel,90365.87
C00598,Bills & Utilities,24208.25
C00598,Dining,5397.280000000001
C00598,Electronics,285866.91000000003
C00598,Entertainment,10427.37
C00598,Fashion,59973.770000000004
C00598,Fuel,1605.62
C00598,Groceries,1996.69
C00598,Healthcare,51778.66
C00598,Online Shopping,43208.12
C00598,Travel,68554.8
C00599,Bills & Utilities,19516.69
C00599,Electronics,72822.27
C00599,Entertainment,781.44
C00599,Fashion,32290.899999999998
C00599,Fuel,11612.83
C00599,Groceries,5152.610000000001
C00599,Online Shopping,51836.31
C00599,Travel,112400.04000000001
C00600,Bills & Utilities,15201.5
C00600,Electronics,186734.45
C00600,Entertainment,6654.65
C00600,Fashion,17033.54
C00600,Fuel,9841.460000000001
C00600,Groceries,15725.52
C00600,Healthcare,25976.2
C00600,Online Shopping,34249.619999999995
C00600,Travel,44172.619999999995
C00601,Bills & Utilities,20320.8
C00601,Dining,6010.16
C00601,Electronics,167344.55
C00601,Entertainment,2982.38
C00601,Fashion,27409.89
C00601,Fuel,10380.130000000001
C00601,Groceries,15782.05
C00601,Healthcare,37159.45
C00601,Online Shopping,59720.28
C00601,Travel,64671.98
C00602,Bills & Utilities,23983.42
C00602,Dining,5699.85
C00602,Electronics,92525.90000000001
C00602,Entertainment,7999.38
C00602,Fashion,11728.84
C00602,Fuel,4739.97
C00602,Groceries,4825.3
C00602,Healthcare,8778.04
C00602,Online Shopping,12754.12
C00602,Travel,50139.99
C00603,Bills & Utilities,15663.68
C00603,Dining,5083.92
C00603,Electronics,105759.18
C00603,Entertainment,3142.1899999999996
C00603,Fashion,25654.41
C00603,Fuel,12739.64
C00603,Groceries,4621.16
C00603,Healthcare,16101.9
C00603,Online Shopping,48527.2
C00603,Travel,147057.63
C00604,Bills & Utilities,17649.65
C00604,Dining,4674.51
C00604,Electronics,235972.66
C00604,Entertainment,8028.39
C00604,Fashion,3661.96
C00604,Fuel,10483.68
C00604,Groceries,4680.64
C00604,Healthcare,13669.579999999998
C00604,Online Shopping,27803.66
C00604,Travel,56977.93
C00605,Bills & Utilities,19080.760000000002
C00605,Dining,4261.06
C00605,Electronics,33569.71
C00605,Entertainment,7720.45
C00605,Fashion,20913.29
C00605,Fuel,6976.29
C00605,Groceries,7177.9800000000005
C00605,Healthcare,12460.11
C00605,Online Shopping,52520.18
C00605,Travel,22192.21
C00606,Bills & Utilities,12061.45
C00606,Dining,10410.74
C00606,Electronics,60847.25
C00606,Entertainment,3183.24
C00606,Fashion,67366.6
C00606,Fuel,3598.51
C00606,Groceries,8163.87
C00606,Healthcare,41515.81
C00606,Online Shopping,47305.659999999996
C00606,Travel,67297.25
C00607,Bills & Utilities,23602.4
C00607,Dining,10615.56
C00607,Electronics,242963.19
C00607,Entertainment,7730.700000000001
C00607,Fashion,15614.35
C00607,Fuel,9050.73
C00607,Groceries,390.44
C00607,Healthcare,81974.96
C00607,Online Shopping,31831.519999999997
C00607,Travel,9608.3
C00608,Bills & Utilities,11922.28
C00608,Dining,3621.04
C00608,Electronics,49877.14
