customer_id,age,gender,city,occupation,annual_income,card_type,credit_limit,join_date,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,avg_txn_value,total_spend,credit_utilization,clv_simple,is_outlier_spend,cluster,cluster_label,credit_risk
C00548,33,F,Mumbai,Retired,15000.0,Silver,100000,2021-03-15,16,32,165550.8,3,2,1,321,Regular,5173.4625,165550.8,1.0,331101.6,False,2,Low Value,High Risk
C00549,46,M,Ahmedabad,Salaried,57420.53,Gold,250000,2020-10-21,31,39,213454.81,2,4,1,241,Regular,5473.200256410257,213454.81,0.85381924,426909.62000000005,False,2,Low Value,High Risk
C00550,37,M,Hyderabad,Business Owner,77470.35,Gold,250000,2020-09-19,6,36,400374.15,4,3,5,435,Loyal,11121.504166666668,400374.15,1.0,800748.3,False,1,Premium,High Risk
C00551,47,M,Kolkata,Student,43133.32,Platinum,500000,2021-07-19,8,28,261354.41,4,1,2,412,New,9334.086071428572,261354.41,0.52270882,522708.82,False,0,Mid Value,Medium Risk
C00552,51,F,Kolkata,Salaried,99880.26,Signature,1000000,2022-07-11,21,39,354309.39,2,4,4,244,Regular,9084.856153846154,354309.39,0.35430939,708618.78,False,0,Mid Value,Low Risk
C00553,40,F,Bangalore,Business Owner,45396.35,Gold,250000,2023-12-14,18,30,317316.31,3,1,3,313,Regular,10577.210333333333,317316.31,1.0,634632.62,False,2,Low Value,High Risk
C00554,54,M,Chennai,Salaried,15000.0,Silver,100000,2019-12-30,2,28,358533.24,5,1,4,514,New,12804.75857142857,358533.24,1.0,717066.48,False,1,Premium,High Risk
C00555,44,F,Ahmedabad,Salaried,18933.6,Platinum,500000,2019-04-20,4,25,301962.62,5,1,3,513,New,12078.5048,301962.62,0.60392524,603925.24,False,0,Mid Value,Medium Risk
C00556,59,F,Chennai,Salaried,56115.53,Gold,250000,2022-12-14,1,35,273231.21,5,3,2,532,Loyal,7806.606000000001,273231.21,1.0,546462.42,False,2,Low Value,High Risk
C00557,42,M,Hyderabad,Salaried,75978.92,Silver,100000,2024-02-23,1,38,270846.17,5,4,2,542,Loyal,7127.530789473683,270846.17,1.0,541692.34,False,2,Low Value,High Risk
C00558,51,F,Kolkata,Business Owner,78601.9,Silver,100000,2022-08-18,9,37,353887.36,4,4,4,444,Champions,9564.523243243242,353887.36,1.0,707774.72,False,1,Premium,High Risk
C00559,30,M,Hyderabad,Salaried,35029.85,Gold,250000,2022-02-09,3,33,413613.68,5,2,5,525,New,12533.747878787879,413613.68,1.0,827227.36,False,1,Premium,High Risk
C00560,51,F,Kolkata,Salaried,70541.25,Silver,100000,2021-04-04,18,38,313986.22,3,4,3,343,Loyal,8262.795263157894,313986.22,1.0,627972.44,False,2,Low Value,High Risk
C00561,29,F,Lucknow,Salaried,53800.37,Gold,250000,2021-08-29,66,27,396617.92,1,1,5,115,At Risk,14689.552592592592,396617.92,1.0,793235.84,False,3,High Value,High Risk
C00562,59,F,Chennai,Salaried,37240.74,Gold,250000,2021-11-21,25,29,328727.67,2,1,3,213,At Risk,11335.436896551724,328727.67,1.0,657455.34,False,1,Premium,High Risk
C00563,41,F,Hyderabad,Salaried,121080.89,Gold,250000,2022-12-22,93,30,216125.01,1,1,1,111,At Risk,7204.167,216125.01,0.86450004,432250.02,False,3,High Value,High Risk
C00564,38,M,Jaipur,Business Owner,67757.67,Silver,100000,2024-01-05,25,36,318977.72,2,3,3,233,Regular,8860.492222222221,318977.72,1.0,637955.44,False,2,Low Value,High Risk
C00565,60,F,Pune,Salaried,77858.51,Gold,250000,2024-02-25,24,30,293545.27,2,1,3,213,At Risk,9784.842333333334,293545.27,1.0,587090.54,False,2,Low Value,High Risk
C00566,59,F,Pune,Salaried,32346.77,Signature,1000000,2021-04-24,7,44,379940.19,4,5,4,454,Champions,8635.004318181818,379940.19,0.37994019,759880.38,False,0,Mid Value,Low Risk
C00567,48,F,Pune,Business Owner,76977.85,Gold,250000,2021-01-27,8,43,275587.52999999997,4,5,2,452,Loyal,6409.012325581395,275587.52999999997,1.0,551175.0599999999,False,2,Low Value,High Risk
C00568,58,M,Pune,Salaried,63407.49,Signature,1000000,2019-03-13,1,34,279690.88,5,3,2,532,Loyal,8226.202352941176,279690.88,0.27969088000000003,559381.76,False,0,Mid Value,Low Risk
C00569,55,M,Jaipur,Salaried,107147.14,Gold,250000,2024-02-04,9,34,282234.17,4,3,2,432,Loyal,8301.005,282234.17,1.0,564468.34,False,2,Low Value,High Risk
C00570,51,M,Pune,Self Employed,43690.22,Silver,100000,2021-01-31,12,28,276620.73,3,1,2,312,Regular,9879.311785714284,276620.73,1.0,553241.46,False,2,Low Value,High Risk
C00571,62,M,Delhi,Salaried,86044.52,Platinum,500000,2024-05-27,14,37,310485.15,3,4,3,343,Loyal,8391.49054054054,310485.15,0.6209703000000001,620970.3,False,0,Mid Value,Medium Risk
C00572,37,F,Hyderabad,Salaried,106869.42,Silver,100000,2022-09-13,1,40,308625.1,5,4,3,543,Loyal,7715.6275,308625.1,1.0,617250.2,False,2,Low Value,High Risk
C00573,28,M,Delhi,Self Employed,92264.58,Gold,250000,2021-01-27,22,50,473595.34,2,5,5,255,Regular,9471.9068,473595.34,1.0,947190.68,False,1,Premium,High Risk
C00574,33,F,Mumbai,Salaried,99964.5,Platinum,500000,2023-10-23,1,36,237115.83000000002,5,3,1,531,Loyal,6586.550833333334,237115.83000000002,0.47423166000000005,474231.66000000003,False,0,Mid Value,Low Risk
C00575,41,M,Kolkata,Salaried,33456.76,Gold,250000,2022-04-18,8,32,218566.57,4,2,1,421,New,6830.2053125,218566.57,0.8742662800000001,437133.14,False,2,Low Value,High Risk
C00576,50,F,Delhi,Self Employed,89605.06,Gold,250000,2019-11-04,51,35,229786.67,1,3,1,131,Regular,6565.333428571429,229786.67,0.9191466800000001,459573.34,False,3,High Value,High Risk
C00577,31,F,Jaipur,Business Owner,23406.04,Silver,100000,2023-02-13,33,44,360107.63,2,5,4,254,Regular,8184.264318181818,360107.63,1.0,720215.26,False,1,Premium,High Risk
C00578,28,M,Ahmedabad,Salaried,60955.08,Signature,1000000,2022-07-15,20,35,348000.02,2,3,4,234,Regular,9942.857714285716,348000.02,0.34800002,696000.0400000002,False,0,Mid Value,Low Risk
C00579,31,F,Kolkata,Student,127372.28,Silver,100000,2020-05-20,16,35,273966.76,3,3,2,332,Loyal,7827.621714285715,273966.76,1.0,547933.52,False,2,Low Value,High Risk
C00580,26,M,Bangalore,Business Owner,95924.63,Gold,250000,2020-09-05,61,40,306397.04,1,4,3,143,Regular,7659.9259999999995,306397.04,1.0,612794.08,False,3,High Value,High Risk
C00581,61,F,Ahmedabad,Retired,51543.12,Silver,100000,2022-03-18,16,31,341455.3,3,2,4,324,Regular,11014.687096774192,341455.3,1.0,682910.6,False,1,Premium,High Risk
C00582,48,F,Pune,Salaried,20762.4,Gold,250000,2021-10-26,24,33,279526.29,2,2,2,222,At Risk,8470.493636363635,279526.29,1.0,559052.58,False,2,Low Value,High Risk
C00583,58,M,Lucknow,Self Employed,43322.78,Silver,100000,2019-02-27,23,36,428743.19,2,3,5,235,Regular,11909.533055555556,428743.19,1.0,857486.38,False,1,Premium,High Risk
C00584,61,F,Lucknow,Salaried,98659.02,Silver,100000,2020-11-30,25,33,320488.48,2,2,3,223,At Risk,9711.772121212121,320488.48,1.0,640976.96,False,2,Low Value,High Risk
C00585,60,F,Ahmedabad,Retired,95506.16,Silver,100000,2021-03-26,5,30,254718.43,5,1,2,512,New,8490.614333333333,254718.43,1.0,509436.86,False,2,Low Value,High Risk
C00586,24,M,Ahmedabad,Business Owner,56366.17,Silver,100000,2021-07-11,4,38,373120.31,5,4,4,544,Champions,9818.955526315789,373120.31,1.0,746240.62,False,1,Premium,High Risk
C00587,44,M,Pune,Self Employed,50668.39,Signature,1000000,2023-05-22,24,32,261287.68,2,2,2,222,At Risk,8165.24,261287.68,0.26128767999999997,522575.36,False,0,Mid Value,Low Risk
C00588,46,F,Bangalore,Salaried,15000.0,Gold,250000,2022-10-15,1,30,182150.37,5,1,1,511,New,6071.679,182150.37,0.72860148,364300.74,False,2,Low Value,Medium Risk
C00589,23,M,Hyderabad,Salaried,41532.5,Gold,250000,2019-12-17,7,44,609029.21,4,5,5,455,Champions,13841.572954545454,609029.21,1.0,1218058.42,True,1,Premium,High Risk
C00590,21,M,Lucknow,Business Owner,122420.9,Gold,250000,2023-05-21,3,28,266402.01,5,1,2,512,New,9514.3575,266402.01,1.0,532804.02,False,2,Low Value,High Risk
C00591,40,F,Chennai,Self Employed,76879.42,Silver,100000,2022-03-12,28,32,182868.48,2,2,1,221,At Risk,5714.64,182868.48,1.0,365736.96,False,2,Low Value,High Risk
C00592,45,M,Pune,Retired,121380.03,Silver,100000,2021-06-07,5,41,359387.69,5,5,4,554,Champions,8765.553414634147,359387.69,1.0,718775.38,False,1,Premium,High Risk
C00593,64,F,Hyderabad,Self Employed,95565.37,Signature,1000000,2021-01-08,37,38,374897.42,1,4,4,144,Regular,9865.721578947368,374897.42,0.37489742,749794.84,False,0,Mid Value,Low Risk
C00594,60,F,Ahmedabad,Student,107543.69,Gold,250000,2019-12-11,10,35,394232.37,4,3,5,435,Loyal,11263.782,394232.37,1.0,788464.74,False,1,Premium,High Risk
C00595,25,M,Mumbai,Self Employed,48053.72,Gold,250000,2022-05-05,41,26,229466.29,1,1,1,111,At Risk,8825.626538461538,229466.29,0.9178651600000001,458932.57999999996,False,3,High Value,High Risk
C00596,50,M,Lucknow,Self Employed,62549.26,Platinum,500000,2019-04-18,24,27,297370.34,2,1,3,213,At Risk,11013.716296296298,297370.34,0.59474068,594740.68,False,0,Mid Value,Medium Risk
C00597,28,F,Hyderabad,Retired,80025.29,Platinum,500000,2024-03-28,2,36,348335.21,5,3,4,534,Loyal,9675.978055555555,348335.21,0.69667042,696670.4199999999,False,1,Premium,Medium Risk
C00598,41,M,Chennai,Salaried,65342.23,Silver,100000,2020-11-04,4,42,553017.47,5,5,5,555,Champions,13167.082619047618,553017.47,1.0,1106034.94,True,1,Premium,High Risk
C00599,21,M,Lucknow,Salaried,24383.76,Gold,250000,2024-01-31,1,27,306413.08999999997,5,1,3,513,New,11348.632962962962,306413.08999999997,1.0,612826.1799999999,False,2,Low Value,High Risk
C00600,41,M,Ahmedabad,Salaried,62982.55,Platinum,500000,2019-01-22,35,41,355589.56,1,5,4,154,Regular,8672.916097560976,355589.56,0.7111791199999999,711179.12,False,1,Premium,Medium Risk
C00601,37,M,Pune,Business Owner,37658.14,Silver,100000,2021-04-28,20,49,411781.67,2,5,5,255,Regular,8403.707551020409,411781.67,1.0,823563.3400000001,False,1,Premium,High Risk
C00602,34,F,Delhi,Salaried,50899.9,Gold,250000,2023-01-08,12,31,223174.81,3,2,1,321,Regular,7199.187419354838,223174.81,0.89269924,446349.62,False,2,Low Value,High Risk
C00603,55,M,Chennai,Salaried,65739.77,Gold,250000,2024-01-13,71,37,384350.91,1,4,4,144,Regular,10387.862432432432,384350.91,1.0,768701.82,False,3,High Value,High Risk
C00604,38,F,Hyderabad,Salaried,47234.44,Silver,100000,2022-06-26,2,36,383602.66,5,3,4,534,Loyal,10655.629444444443,383602.66,1.0,767205.3199999998,False,1,Premium,High Risk
C00605,35,F,Chennai,Business Owner,88306.49,Gold,250000,2022-09-22,32,34,186872.04,2,3,1,231,Regular,5496.2364705882355,186872.04,0.7474881600000001,373744.08,False,2,Low Value,Medium Risk
C00606,52,F,Delhi,Student,74709.19,Signature,1000000,2019-02-13,26,42,321750.38,2,5,3,253,Regular,7660.723333333333,321750.38,0.32175038,643500.76,False,0,Mid Value,Low Risk
C00607,21,F,Chennai,Business Owner,117881.45,Gold,250000,2022-02-25,9,41,433382.15,4,5,5,455,Champions,10570.296341463416,433382.15,1.0,866764.3000000002,False,1,Premium,High Risk
C00608,36,M,Lucknow,Salaried,59297.84,Platinum,500000,2022-04-28,15,45,478418.23,3,5,5,355,Loyal,10631.516222222222,478418.23,0.95683646,956836.4600000001,False,1,Premium,High Risk
C00609,22,M,Hyderabad,Salaried,24565.89,Gold,250000,2019-06-20,60,22,60545.25,1,1,1,111,At Risk,2752.056818181818,60545.25,0.242181,121090.5,True,0,Mid Value,Low Risk
C00610,28,F,Lucknow,Salaried,79647.8,Silver,100000,2021-05-25,9,31,358621.43,4,2,4,424,New,11568.433225806451,358621.43,1.0,717242.86,False,1,Premium,High Risk
C00611,36,F,Hyderabad,Self Employed,113933.63,Gold,250000,2022-05-05,33,36,378589.58,2,3,4,234,Regular,10516.377222222223,378589.58,1.0,757179.16,False,1,Premium,High Risk
C00612,63,F,Pune,Retired,53152.36,Platinum,500000,2020-10-24,3,26,251211.32,5,1,2,512,New,9661.973846153847,251211.32,0.50242264,502422.6400000001,False,0,Mid Value,Medium Risk
C00613,64,M,Lucknow,Business Owner,91967.04,Silver,100000,2022-03-15,16,31,314444.67,3,2,3,323,Regular,10143.376451612903,314444.67,1.0,628889.34,False,2,Low Value,High Risk
C00614,57,M,Bangalore,Student,63598.23,Signature,1000000,2021-10-26,8,38,343054.34,4,4,4,444,Champions,9027.745789473685,343054.34,0.34305434,686108.68,False,0,Mid Value,Low Risk
C00615,63,F,Bangalore,Retired,115229.01,Silver,100000,2020-12-26,57,35,303557.64,1,3,3,133,Regular,8673.075428571428,303557.64,1.0,607115.28,False,3,High Value,High Risk
C00616,40,M,Lucknow,Salaried,49235.43,Gold,250000,2021-01-28,46,31,290580.58,1,2,2,122,At Risk,9373.567096774193,290580.58,1.0,581161.16,False,3,High Value,High Risk
C00617,32,M,Lucknow,Business Owner,108470.9,Silver,100000,2022-06-10,16,51,379164.46,3,5,4,354,Loyal,7434.597254901962,379164.46,1.0,758328.92,False,1,Premium,High Risk
C00618,25,F,Jaipur,Salaried,102632.2,Silver,100000,2022-07-03,2,29,297978.3,5,1,3,513,New,10275.113793103448,297978.3,1.0,595956.6,False,2,Low Value,High Risk
C00619,45,M,Jaipur,Salaried,89623.17,Gold,250000,2020-08-28,22,32,271990.54,2,2,2,222,At Risk,8499.704375,271990.54,1.0,543981.08,False,2,Low Value,High Risk
C00620,55,M,Kolkata,Student,96009.71,Gold,250000,2023-10-28,48,31,294828.69,1,2,3,123,At Risk,9510.602903225807,294828.69,1.0,589657.38,False,3,High Value,High Risk
C00621,27,M,Mumbai,Salaried,58790.14,Platinum,500000,2021-04-23,3,42,423556.77,5,5,5,555,Champions,10084.685000000001,423556.77,0.84711354,847113.5400000002,False,1,Premium,High Risk
C00622,31,M,Kolkata,Self Employed,54781.86,Gold,250000,2023-11-14,23,30,280257.88,2,1,2,212,At Risk,9341.929333333333,280257.88,1.0,560515.76,False,2,Low Value,High Risk
C00623,36,F,Pune,Business Owner,67322.98,Gold,250000,2022-09-18,18,32,198931.11,3,2,1,321,Regular,6216.5971875,198931.11,0.79572444,397862.22,False,2,Low Value,Medium Risk
C00624,47,F,Hyderabad,Business Owner,68872.88,Platinum,500000,2019-03-13,43,26,215831.66999999998,1,1,1,111,At Risk,8301.218076923076,215831.66999999998,0.43166333999999995,431663.33999999997,False,0,Mid Value,Low Risk
C00625,60,M,Ahmedabad,Salaried,64490.11,Silver,100000,2021-12-22,1,29,277086.59,5,1,2,512,New,9554.710000000001,277086.59,1.0,554173.18,False,2,Low Value,High Risk
C00626,28,M,Pune,Salaried,44957.1,Signature,1000000,2020-12-20,8,35,342741.11,4,3,4,434,Loyal,9792.603142857142,342741.11,0.34274110999999996,685482.22,False,0,Mid Value,Low Risk
C00627,32,M,Kolkata,Self Employed,39771.98,Silver,100000,2021-12-30,10,43,363118.91,4,5,4,454,Champions,8444.625813953488,363118.91,1.0,726237.82,False,1,Premium,High Risk
C00628,35,F,Lucknow,Salaried,40812.37,Gold,250000,2024-05-19,66,34,462014.89,1,3,5,135,Regular,13588.673235294118,462014.89,1.0,924029.78,False,3,High Value,High Risk
C00629,57,M,Mumbai,Salaried,51804.9,Silver,100000,2021-04-17,16,32,354342.70999999996,3,2,4,324,Regular,11073.209687499999,354342.70999999996,1.0,708685.4199999999,False,1,Premium,High Risk
C00630,36,M,Bangalore,Self Employed,83677.13,Silver,100000,2021-08-07,15,37,285470.25,3,4,2,342,Loyal,7715.4121621621625,285470.25,1.0,570940.5,False,2,Low Value,High Risk
C00631,33,M,Bangalore,Business Owner,31185.42,Silver,100000,2021-04-20,13,45,420565.87,3,5,5,355,Loyal,9345.908222222222,420565.87,1.0,841131.74,False,1,Premium,High Risk
C00632,35,M,Mumbai,Salaried,32976.37,Platinum,500000,2021-10-29,22,47,444334.7,2,5,5,255,Regular,9453.929787234043,444334.7,0.8886694,888669.4,False,1,Premium,High Risk
C00633,40,M,Mumbai,Salaried,84034.8,Silver,100000,2024-02-03,44,29,227539.81,1,1,1,111,At Risk,7846.200344827586,227539.81,1.0,455079.62,False,3,High Value,High Risk
C00634,29,M,Lucknow,Self Employed,132438.09,Silver,100000,2019-05-15,17,27,315681.79,3,1,3,313,Regular,11691.918148148148,315681.79,1.0,631363.58,False,2,Low Value,High Risk
C00635,55,F,Chennai,Salaried,101583.75,Silver,100000,2022-04-19,86,35,339983.97,1,3,4,134,Regular,9713.827714285713,339983.97,1.0,679967.94,False,3,High Value,High Risk
C00636,22,M,Hyderabad,Retired,76712.45,Silver,100000,2023-12-14,20,35,334428.52999999997,2,3,4,234,Regular,9555.100857142856,334428.52999999997,1.0,668857.0599999999,False,2,Low Value,High Risk
C00637,63,M,Mumbai,Salaried,50251.29,Silver,100000,2022-09-12,35,36,300336.76,1,3,3,133,Regular,8342.687777777777,300336.76,1.0,600673.52,False,2,Low Value,High Risk
C00638,37,M,Kolkata,Self Employed,58227.11,Platinum,500000,2022-10-03,35,40,362172.97,1,4,4,144,Regular,9054.32425,362172.97,0.72434594,724345.94,False,1,Premium,Medium Risk
C00639,22,F,Bangalore,Salaried,78507.7,Silver,100000,2024-06-17,3,33,356227.27,5,2,4,524,New,10794.765757575758,356227.27,1.0,712454.54,False,1,Premium,High Risk
C00640,62,F,Mumbai,Business Owner,144904.54,Platinum,500000,2019-07-01,36,35,292423.41000000003,1,3,3,133,Regular,8354.954571428572,292423.41000000003,0.5848468200000001,584846.8200000001,False,0,Mid Value,Medium Risk
C00641,50,F,Ahmedabad,Salaried,39811.92,Silver,100000,2021-02-16,17,38,454144.85,3,4,5,345,Loyal,11951.180263157894,454144.85,1.0,908289.7,False,1,Premium,High Risk
C00642,61,M,Pune,Salaried,59680.72,Gold,250000,2019-10-30,10,29,191843.34,4,1,1,411,New,6615.287586206897,191843.34,0.76737336,383686.68,False,2,Low Value,Medium Risk
C00643,63,M,Jaipur,Business Owner,81015.1,Gold,250000,2022-01-01,44,46,465171.94,1,5,5,155,Regular,10112.43347826087,465171.94,1.0,930343.88,False,1,Premium,High Risk
C00644,54,F,Delhi,Self Employed,32962.23,Platinum,500000,2021-11-28,9,38,268558.86,4,4,2,442,Loyal,7067.338421052631,268558.86,0.53711772,537117.72,False,0,Mid Value,Medium Risk
C00645,56,M,Kolkata,Business Owner,53624.72,Gold,250000,2022-01-06,4,36,273464.24,5,3,2,532,Loyal,7596.228888888889,273464.24,1.0,546928.48,False,2,Low Value,High Risk
C00646,59,M,Kolkata,Business Owner,43892.31,Gold,250000,2024-04-13,70,35,330706.11,1,3,3,133,Regular,9448.746,330706.11,1.0,661412.22,False,3,High Value,High Risk
C00647,34,F,Chennai,Self Employed,81289.65,Silver,100000,2023-01-17,2,45,445765.53,5,5,5,555,Champions,9905.900666666666,445765.53,1.0,891531.0599999999,False,1,Premium,High Risk
C00648,36,F,Delhi,Student,79336.48,Signature,1000000,2020-03-15,9,40,358188.88,4,4,4,444,Champions,8954.722,358188.88,0.35818888,716377.76,False,0,Mid Value,Low Risk
C00649,40,M,Kolkata,Self Employed,66530.39,Silver,100000,2019-05-03,18,43,357984.43,3,5,4,354,Loyal,8325.21930232558,357984.43,1.0,715968.8599999999,False,1,Premium,High Risk
C00650,60,M,Pune,Self Employed,77577.7,Silver,100000,2023-11-02,21,38,449930.45,2,4,5,245,Regular,11840.275,449930.45,1.0,899860.9,False,1,Premium,High Risk
C00651,37,F,Delhi,Student,89962.5,Silver,100000,2023-12-29,10,32,311245.69,4,2,3,423,New,9726.4278125,311245.69,1.0,622491.38,False,2,Low Value,High Risk
C00652,64,F,Hyderabad,Self Employed,128236.52,Gold,250000,2019-04-19,26,41,361625.51,2,5,4,254,Regular,8820.134390243902,361625.51,1.0,723251.02,False,1,Premium,High Risk
C00653,34,M,Ahmedabad,Student,42511.78,Silver,100000,2024-05-27,9,35,357068.8,4,3,4,434,Loyal,10201.965714285714,357068.8,1.0,714137.6,False,1,Premium,High Risk
C00654,40,F,Jaipur,Salaried,110663.28,Gold,250000,2022-05-09,4,32,214440.58,5,2,1,521,New,6701.268125,214440.58,0.85776232,428881.16,False,2,Low Value,High Risk
C00655,22,M,Hyderabad,Salaried,23155.2,Silver,100000,2022-06-24,49,34,265025.98,1,3,2,132,Regular,7794.881764705882,265025.98,1.0,530051.96,False,3,High Value,High Risk
C00656,59,M,Pune,Student,115102.59,Signature,1000000,2022-09-29,20,24,235039.26,2,1,1,211,At Risk,9793.3025,235039.26,0.23503926,470078.52,False,0,Mid Value,Low Risk
C00657,55,M,Delhi,Business Owner,67288.78,Silver,100000,2022-12-31,6,43,363953.44,4,5,4,454,Champions,8464.033488372093,363953.44,1.0,727906.88,False,1,Premium,High Risk
C00658,40,F,Delhi,Business Owner,99319.56,Gold,250000,2019-01-29,45,26,193035.13,1,1,1,111,At Risk,7424.428076923077,193035.13,0.77214052,386070.26,False,3,High Value,Medium Risk
C00659,55,F,Chennai,Salaried,46325.75,Gold,250000,2019-10-03,7,35,341224.82,4,3,4,434,Loyal,9749.280571428571,341224.82,1.0,682449.64,False,1,Premium,High Risk
C00660,39,F,Jaipur,Salaried,80368.4,Platinum,500000,2020-11-15,3,32,326506.1,5,2,3,523,New,10203.315625,326506.1,0.6530121999999999,653012.2,False,0,Mid Value,Medium Risk
C00661,42,M,Lucknow,Salaried,47819.48,Gold,250000,2021-05-07,32,40,378131.32,2,4,4,244,Regular,9453.283,378131.32,1.0,756262.6399999999,False,1,Premium,High Risk
C00662,33,F,Hyderabad,Retired,48346.38,Gold,250000,2021-11-09,42,43,503079.51,1,5,5,155,Regular,11699.523488372093,503079.51,1.0,1006159.02,False,1,Premium,High Risk
C00663,35,F,Mumbai,Business Owner,23531.18,Gold,250000,2020-02-15,55,31,283725.18,1,2,2,122,At Risk,9152.425161290323,283725.18,1.0,567450.36,False,3,High Value,High Risk
C00664,26,F,Delhi,Retired,77739.28,Silver,100000,2021-01-11,2,35,264490.33,5,3,2,532,Loyal,7556.866571428572,264490.33,1.0,528980.66,False,2,Low Value,High Risk
C00665,28,F,Chennai,Salaried,117695.17,Gold,250000,2019-09-24,8,37,311100.43,4,4,3,443,Loyal,8408.11972972973,311100.43,1.0,622200.86,False,2,Low Value,High Risk
C00666,46,M,Kolkata,Business Owner,87222.14,Platinum,500000,2020-10-13,13,36,226771.34,3,3,1,331,Loyal,6299.203888888889,226771.34,0.45354268,453542.68000000005,False,0,Mid Value,Low Risk
C00667,44,M,Delhi,Self Employed,54551.22,Signature,1000000,2019-09-17,9,22,225414.24,4,1,1,411,New,10246.101818181818,225414.24,0.22541424,450828.48,False,0,Mid Value,Low Risk
C00668,31,F,Mumbai,Business Owner,96132.27,Gold,250000,2022-05-23,10,39,398887.24,4,4,5,445,Champions,10227.877948717949,398887.24,1.0,797774.48,False,1,Premium,High Risk
C00669,46,M,Delhi,Salaried,65763.32,Silver,100000,2021-02-20,14,41,405492.82,3,5,5,355,Loyal,9890.068780487805,405492.82,1.0,810985.64,False,1,Premium,High Risk
C00670,50,M,Ahmedabad,Retired,110208.48,Signature,1000000,2020-11-15,13,35,276977.2,3,3,2,332,Loyal,7913.634285714286,276977.2,0.27697720000000003,553954.4,False,0,Mid Value,Low Risk
C00671,58,M,Hyderabad,Salaried,117504.32,Gold,250000,2019-09-01,2,23,114539.18999999999,5,1,1,511,New,4979.964782608695,114539.18999999999,0.45815675999999994,229078.37999999995,False,0,Mid Value,Low Risk
C00672,27,M,Lucknow,Business Owner,36466.63,Gold,250000,2023-10-12,6,36,449648.97000000003,4,3,5,435,Loyal,12490.249166666668,449648.97000000003,1.0,899297.9400000002,False,1,Premium,High Risk
C00673,27,M,Kolkata,Self Employed,40095.48,Platinum,500000,2020-11-03,11,45,524504.1,4,5,5,455,Champions,11655.646666666666,524504.1,1.0,1049008.2,False,1,Premium,High Risk
C00674,24,F,Chennai,Business Owner,71942.79,Platinum,500000,2020-03-02,23,40,334260.82,2,4,4,244,Regular,8356.5205,334260.82,0.66852164,668521.64,False,0,Mid Value,Medium Risk
C00675,50,F,Mumbai,Business Owner,46920.7,Silver,100000,2021-07-08,25,35,397809.29,2,3,5,235,Regular,11365.979714285713,397809.29,1.0,795618.58,False,1,Premium,High Risk
C00676,63,M,Bangalore,Salaried,62160.13,Gold,250000,2024-02-13,1,55,383415.14999999997,5,5,4,554,Champions,6971.184545454545,383415.14999999997,1.0,766830.2999999999,False,1,Premium,High Risk
C00677,51,F,Chennai,Salaried,47310.3,Signature,1000000,2024-05-21,1,31,208424.37,5,2,1,521,New,6723.366774193548,208424.37,0.20842437,416848.74,False,0,Mid Value,Low Risk
C00678,42,F,Chennai,Self Employed,75176.51,Gold,250000,2019-04-18,3,28,273728.93,5,1,2,512,New,9776.033214285713,273728.93,1.0,547457.86,False,2,Low Value,High Risk
C00679,27,M,Pune,Business Owner,34968.2,Signature,1000000,2022-01-18,8,43,417158.28,4,5,5,455,Champions,9701.35534883721,417158.28,0.41715828000000005,834316.5600000002,False,1,Premium,Low Risk
C00680,44,M,Kolkata,Salaried,105346.84,Gold,250000,2022-01-29,5,34,427612.33,5,3,5,535,Loyal,12576.833235294118,427612.33,1.0,855224.66,False,1,Premium,High Risk
C00681,62,M,Pune,Salaried,111374.88,Signature,1000000,2019-06-04,15,37,498580.32,3,4,5,345,Loyal,13475.143783783784,498580.32,0.49858032,997160.64,False,1,Premium,Low Risk
C00682,49,M,Mumbai,Business Owner,67498.6,Silver,100000,2023-09-22,30,34,261564.58,2,3,2,232,Regular,7693.07588235294,261564.58,1.0,523129.16,False,2,Low Value,High Risk
C00683,64,F,Lucknow,Salaried,73949.34,Signature,1000000,2023-11-07,25,35,328622.4,2,3,3,233,Regular,9389.211428571429,328622.4,0.32862240000000004,657244.8,False,0,Mid Value,Low Risk
C00684,51,M,Chennai,Salaried,52312.98,Platinum,500000,2020-08-02,5,45,458071.75,5,5,5,555,Champions,10179.372222222222,458071.75,0.9161435,916143.5,False,1,Premium,High Risk
C00685,49,M,Hyderabad,Business Owner,68287.1,Gold,250000,2022-01-13,25,37,323449.33999999997,2,4,3,243,Regular,8741.874054054053,323449.33999999997,1.0,646898.6799999999,False,2,Low Value,High Risk
C00686,48,F,Pune,Salaried,92009.35,Silver,100000,2020-03-08,2,39,309981.98,5,4,3,543,Loyal,7948.255897435897,309981.98,1.0,619963.96,False,2,Low Value,High Risk
C00687,43,F,Hyderabad,Salaried,49331.25,Platinum,500000,2022-06-28,21,39,396141.17000000004,2,4,5,245,Regular,10157.465897435899,396141.17000000004,0.7922823400000001,792282.3400000001,False,1,Premium,Medium Risk
C00688,23,M,Bangalore,Salaried,97452.84,Silver,100000,2019-12-14,3,35,391793.82,5,3,5,535,Loyal,11194.109142857144,391793.82,1.0,783587.64,False,1,Premium,High Risk
C00689,58,M,Chennai,Salaried,15000.0,Gold,250000,2019-05-02,10,32,269877.1,4,2,2,422,New,8433.659375,269877.1,1.0,539754.2,False,2,Low Value,High Risk
