transaction_id,customer_id,merchant_id,merchant_category,transaction_date,amount
T0004282,C00125,M0107,Healthcare,2025-01-16,12054.44
T0004283,C00125,M0042,Fuel,2025-04-28,3514.73
T0004284,C00125,M0057,Travel,2025-12-03,32300.73
T0004285,C00125,M0068,Electronics,2025-12-21,35414.68
T0004286,C00125,M0084,Fashion,2025-08-30,13122.64
T0004287,C00125,M0087,Fashion,2024-10-19,9403.76
T0004288,C00125,M0018,Dining,2025-12-20,605.97
T0004289,C00125,M0035,Fuel,2024-07-26,3864.69
T0004290,C00125,M0019,Dining,2025-10-08,881.97
T0004291,C00125,M0034,Fuel,2025-03-17,2586.43
T0004292,C00125,M0006,Groceries,2024-02-12,548.18
T0004293,C00125,M0100,Bills & Utilities,2025-04-06,5165.06
T0004294,C00125,M0005,Groceries,2025-08-21,2927.89
T0004295,C00125,M0010,Groceries,2024-11-10,2236.88
T0004296,C00125,M0147,Online Shopping,2024-03-25,15535.44
T0004297,C00125,M0018,Dining,2024-11-21,364.54
T0004298,C00125,M0145,Online Shopping,2024-07-14,13726.01
T0004299,C00125,M0096,Bills & Utilities,2025-04-26,4745.55
T0004300,C00125,M0140,Online Shopping,2024-04-13,10153.5
T0004301,C00125,M0149,Online Shopping,2025-05-04,8959.49
T0004302,C00125,M0023,Dining,2024-07-10,639.07
T0004303,C00125,M0086,Fashion,2024-03-06,3126.98
T0004304,C00125,M0068,Electronics,2025-03-21,51980.36
T0004305,C00125,M0025,Dining,2025-05-06,625.44
T0004306,C00125,M0102,Bills & Utilities,2024-02-02,6130.24
T0004307,C00125,M0147,Online Shopping,2024-07-19,15150.2
T0004308,C00125,M0118,Healthcare,2024-09-24,10355.07
T0004309,C00125,M0034,Fuel,2025-03-15,3938.64
T0004310,C00125,M0040,Fuel,2024-04-04,2433.22
T0004311,C00125,M0149,Online Shopping,2024-02-24,6199.59
T0004312,C00125,M0142,Online Shopping,2025-04-16,13009.67
T0004313,C00125,M0139,Online Shopping,2025-11-12,637.68
T0004314,C00125,M0095,Bills & Utilities,2024-01-14,2229.15
T0004315,C00125,M0105,Bills & Utilities,2024-09-24,1498.98
T0004316,C00125,M0150,Online Shopping,2024-04-13,15825.61
T0004317,C00125,M0067,Electronics,2025-05-07,28494.01
T0004318,C00125,M0127,Entertainment,2024-08-26,913.45
T0004319,C00125,M0082,Fashion,2025-03-26,8898.42
T0004320,C00125,M0089,Fashion,2025-02-22,5691.05
T0004321,C00125,M0057,Travel,2024-04-17,14996.52
T0004322,C00125,M0150,Online Shopping,2024-08-11,13438.15
T0004323,C00126,M0097,Bills & Utilities,2024-01-09,1862.1
T0004324,C00126,M0035,Fuel,2024-02-10,3319.52
T0004325,C00126,M0108,Healthcare,2025-12-04,15370.01
T0004326,C00126,M0027,Dining,2025-11-03,2271.95
T0004327,C00126,M0119,Healthcare,2024-07-31,9763.59
T0004328,C00126,M0048,Travel,2024-05-25,17692.94
T0004329,C00126,M0081,Fashion,2024-07-09,13075.47
T0004330,C00126,M0120,Healthcare,2024-05-09,15831.97
T0004331,C00126,M0005,Groceries,2024-07-09,587.9
T0004332,C00126,M0018,Dining,2025-06-27,553.97
T0004333,C00126,M0149,Online Shopping,2024-11-22,17068.56
T0004334,C00126,M0124,Entertainment,2025-03-06,2676.58
T0004335,C00126,M0075,Electronics,2024-07-30,59607.81
T0004336,C00126,M0046,Travel,2024-05-12,36632.68
T0004337,C00126,M0017,Dining,2024-02-04,1329.0
T0004338,C00126,M0143,Online Shopping,2025-10-28,9666.91
T0004339,C00126,M0025,Dining,2025-06-06,1556.19
T0004340,C00126,M0097,Bills & Utilities,2025-10-01,5283.29
T0004341,C00126,M0094,Bills & Utilities,2025-02-05,6373.19
T0004342,C00126,M0012,Groceries,2024-06-07,1917.55
T0004343,C00126,M0073,Electronics,2024-04-13,44641.27
T0004344,C00126,M0089,Fashion,2025-05-12,6446.31
T0004345,C00126,M0036,Fuel,2024-09-11,2794.53
T0004346,C00126,M0115,Healthcare,2025-10-09,7502.75
T0004347,C00126,M0150,Online Shopping,2025-04-04,15875.81
T0004348,C00126,M0092,Bills & Utilities,2024-08-16,4695.64
T0004349,C00126,M0027,Dining,2024-01-07,272.02
T0004350,C00126,M0140,Online Shopping,2025-08-31,1464.31
T0004351,C00126,M0121,Entertainment,2025-03-03,2142.19
T0004352,C00126,M0107,Healthcare,2024-04-22,464.9
T0004353,C00126,M0007,Groceries,2024-05-13,546.87
T0004354,C00126,M0065,Electronics,2024-09-16,56245.19
T0004355,C00126,M0024,Dining,2024-06-11,2383.5
T0004356,C00126,M0138,Online Shopping,2024-08-02,17547.07
T0004357,C00126,M0043,Fuel,2024-07-18,715.92
T0004358,C00126,M0126,Entertainment,2024-12-06,1751.41
T0004359,C00126,M0053,Travel,2024-03-12,22749.89
T0004360,C00126,M0069,Electronics,2025-10-04,10007.69
T0004361,C00126,M0141,Online Shopping,2024-03-20,14726.23
T0004362,C00126,M0069,Electronics,2024-08-16,49083.1
T0004363,C00126,M0028,Dining,2024-02-04,393.35
T0004364,C00126,M0017,Dining,2024-01-12,1538.41
T0004365,C00126,M0075,Electronics,2024-01-02,1606.84
T0004366,C00126,M0066,Electronics,2024-02-24,32770.28
T0004367,C00126,M0061,Electronics,2024-09-22,50203.63
T0004368,C00126,M0071,Electronics,2025-04-20,57316.81
T0004369,C00127,M0002,Groceries,2025-04-05,2949.96
T0004370,C00127,M0033,Fuel,2025-12-29,2234.96
T0004371,C00127,M0136,Online Shopping,2025-09-20,10716.19
T0004372,C00127,M0019,Dining,2024-07-12,1505.36
T0004373,C00127,M0141,Online Shopping,2024-05-23,16346.34
T0004374,C00127,M0087,Fashion,2025-03-30,13553.78
T0004375,C00127,M0143,Online Shopping,2025-03-10,11990.11
T0004376,C00127,M0003,Groceries,2025-10-10,1613.46
T0004377,C00127,M0088,Fashion,2025-04-28,12617.91
T0004378,C00127,M0146,Online Shopping,2024-05-16,9635.84
T0004379,C00127,M0131,Entertainment,2025-11-20,2058.15
T0004380,C00127,M0089,Fashion,2025-09-28,3107.83
T0004381,C00127,M0094,Bills & Utilities,2025-10-08,5637.05
T0004382,C00127,M0035,Fuel,2025-05-27,1591.03
T0004383,C00127,M0089,Fashion,2024-01-22,7015.44
T0004384,C00127,M0105,Bills & Utilities,2024-12-30,3080.28
T0004385,C00127,M0041,Fuel,2025-10-30,2596.96
T0004386,C00127,M0129,Entertainment,2024-11-01,1797.21
T0004387,C00127,M0049,Travel,2024-08-08,11208.26
T0004388,C00127,M0108,Healthcare,2025-05-06,15623.96
T0004389,C00127,M0029,Dining,2025-07-28,1825.49
T0004390,C00127,M0113,Healthcare,2025-11-11,10218.38
T0004391,C00127,M0102,Bills & Utilities,2025-10-29,6685.63
T0004392,C00127,M0082,Fashion,2025-08-05,3336.43
T0004393,C00127,M0053,Travel,2025-09-20,9332.87
T0004394,C00127,M0126,Entertainment,2024-02-17,261.81
T0004395,C00127,M0097,Bills & Utilities,2025-08-07,7742.09
T0004396,C00128,M0145,Online Shopping,2025-07-05,7648.78
T0004397,C00128,M0113,Healthcare,2025-04-10,2443.76
T0004398,C00128,M0067,Electronics,2025-10-24,39045.5
T0004399,C00128,M0108,Healthcare,2025-08-25,18731.61
T0004400,C00128,M0126,Entertainment,2025-03-26,2768.3
T0004401,C00128,M0103,Bills & Utilities,2024-12-29,7211.04
T0004402,C00128,M0138,Online Shopping,2024-09-30,5647.2
T0004403,C00128,M0011,Groceries,2025-07-19,2569.58
T0004404,C00128,M0065,Electronics,2025-04-12,48422.42
T0004405,C00128,M0104,Bills & Utilities,2025-12-16,4458.87
T0004406,C00128,M0149,Online Shopping,2025-07-11,2077.63
T0004407,C00128,M0107,Healthcare,2024-03-23,8219.68
T0004408,C00128,M0148,Online Shopping,2024-12-02,14166.41
T0004409,C00128,M0027,Dining,2025-05-16,1592.47
T0004410,C00128,M0116,Healthcare,2024-07-15,14562.21
T0004411,C00128,M0057,Travel,2024-04-25,13535.06
T0004412,C00128,M0027,Dining,2025-06-15,694.89
T0004413,C00128,M0081,Fashion,2024-08-14,8019.1
T0004414,C00128,M0036,Fuel,2024-05-24,3662.76
T0004415,C00128,M0024,Dining,2024-08-19,1687.41
T0004416,C00128,M0003,Groceries,2025-10-20,2896.57
T0004417,C00128,M0015,Groceries,2025-02-18,1032.22
T0004418,C00128,M0130,Entertainment,2025-12-30,1416.11
T0004419,C00128,M0021,Dining,2024-09-17,1898.8
T0004420,C00128,M0029,Dining,2025-05-15,2383.7
T0004421,C00128,M0014,Groceries,2024-05-05,226.6
T0004422,C00128,M0008,Groceries,2024-06-06,1380.86
T0004423,C00128,M0070,Electronics,2025-01-31,46781.62
T0004424,C00128,M0124,Entertainment,2024-12-04,636.64
T0004425,C00128,M0049,Travel,2025-05-03,18761.01
T0004426,C00128,M0082,Fashion,2025-01-25,6323.11
T0004427,C00128,M0134,Entertainment,2024-10-03,2242.61
T0004428,C00128,M0058,Travel,2024-02-13,23919.44
T0004429,C00128,M0134,Entertainment,2025-10-28,2276.89
T0004430,C00128,M0040,Fuel,2025-02-24,3330.46
T0004431,C00128,M0075,Electronics,2025-09-28,26119.17
T0004432,C00128,M0137,Online Shopping,2025-05-20,3696.96
T0004433,C00128,M0006,Groceries,2024-01-30,1620.16
T0004434,C00128,M0028,Dining,2025-12-19,1009.97
T0004435,C00128,M0134,Entertainment,2024-08-31,1292.83
T0004436,C00128,M0006,Groceries,2024-06-17,2662.56
T0004437,C00128,M0148,Online Shopping,2025-03-20,19500.68
T0004438,C00128,M0139,Online Shopping,2025-10-04,9275.65
T0004439,C00128,M0061,Electronics,2025-06-13,15349.68
T0004440,C00128,M0018,Dining,2025-10-19,1416.5
T0004441,C00128,M0119,Healthcare,2024-12-01,12097.81
T0004442,C00129,M0112,Healthcare,2025-05-15,3722.11
T0004443,C00129,M0112,Healthcare,2025-07-15,16629.78
T0004444,C00129,M0007,Groceries,2025-11-11,1559.52
T0004445,C00129,M0009,Groceries,2025-05-11,440.09
T0004446,C00129,M0149,Online Shopping,2024-04-11,14777.76
T0004447,C00129,M0111,Healthcare,2024-05-23,17441.52
T0004448,C00129,M0006,Groceries,2025-06-20,699.91
T0004449,C00129,M0119,Healthcare,2025-09-13,3650.77
T0004450,C00129,M0086,Fashion,2025-10-02,13493.06
T0004451,C00129,M0128,Entertainment,2024-07-29,389.99
T0004452,C00129,M0120,Healthcare,2024-04-07,16248.77
T0004453,C00129,M0014,Groceries,2025-12-30,2055.82
T0004454,C00129,M0016,Dining,2025-12-17,544.89
T0004455,C00129,M0066,Electronics,2024-12-12,15938.29
T0004456,C00129,M0003,Groceries,2024-03-21,311.31
T0004457,C00129,M0124,Entertainment,2025-03-14,2376.13
T0004458,C00129,M0141,Online Shopping,2024-05-22,19661.42
T0004459,C00129,M0143,Online Shopping,2024-10-07,9762.36
T0004460,C00129,M0142,Online Shopping,2024-11-18,9690.35
T0004461,C00129,M0064,Electronics,2025-11-08,34438.03
T0004462,C00129,M0044,Fuel,2024-12-23,943.93
T0004463,C00129,M0130,Entertainment,2025-07-19,2972.89
T0004464,C00129,M0004,Groceries,2024-06-16,984.93
T0004465,C00129,M0009,Groceries,2024-04-05,287.71
T0004466,C00129,M0024,Dining,2024-07-06,1529.0
T0004467,C00129,M0147,Online Shopping,2024-02-24,605.45
T0004468,C00129,M0128,Entertainment,2024-09-23,2759.46
T0004469,C00129,M0035,Fuel,2024-09-27,3379.15
T0004470,C00129,M0053,Travel,2025-07-23,39009.39
T0004471,C00129,M0104,Bills & Utilities,2025-04-23,6002.63
T0004472,C00129,M0001,Groceries,2024-06-20,1147.12
T0004473,C00129,M0085,Fashion,2024-03-03,11044.8
T0004474,C00129,M0052,Travel,2024-09-17,28727.55
T0004475,C00129,M0080,Fashion,2024-10-08,8443.3
T0004476,C00129,M0042,Fuel,2024-08-27,2640.43
T0004477,C00129,M0007,Groceries,2025-02-08,2275.29
T0004478,C00129,M0050,Travel,2024-10-15,38199.89
T0004479,C00129,M0070,Electronics,2024-01-30,49358.46
T0004480,C00129,M0050,Travel,2024-11-02,21878.57
T0004481,C00129,M0128,Entertainment,2025-12-16,2401.22
T0004482,C00129,M0003,Groceries,2024-09-25,355.2
T0004483,C00129,M0142,Online Shopping,2025-07-13,16560.59
T0004484,C00130,M0094,Bills & Utilities,2024-03-05,7451.9
T0004485,C00130,M0001,Groceries,2025-02-19,1174.02
T0004486,C00130,M0040,Fuel,2025-10-19,647.3
T0004487,C00130,M0015,Groceries,2024-01-27,1794.44
T0004488,C00130,M0001,Groceries,2024-01-06,2127.29
T0004489,C00130,M0141,Online Shopping,2025-04-08,10360.97
T0004490,C00130,M0078,Fashion,2025-03-01,9526.56
T0004491,C00130,M0045,Fuel,2025-02-26,3595.75
T0004492,C00130,M0030,Dining,2024-08-19,2398.91
T0004493,C00130,M0080,Fashion,2025-04-03,12954.57
T0004494,C00130,M0100,Bills & Utilities,2024-05-06,4401.82
T0004495,C00130,M0013,Groceries,2024-02-01,2303.99
T0004496,C00130,M0034,Fuel,2024-02-21,2907.96
T0004497,C00130,M0007,Groceries,2025-03-12,1855.92
T0004498,C00130,M0081,Fashion,2025-11-21,1907.65
T0004499,C00130,M0064,Electronics,2024-06-20,33845.68
T0004500,C00130,M0132,Entertainment,2025-01-28,1544.56
T0004501,C00130,M0075,Electronics,2025-12-04,43232.12
T0004502,C00130,M0021,Dining,2025-10-06,891.79
T0004503,C00130,M0103,Bills & Utilities,2024-05-11,1285.35
T0004504,C00130,M0015,Groceries,2025-09-08,1801.63
T0004505,C00130,M0110,Healthcare,2024-02-06,5674.11
T0004506,C00130,M0024,Dining,2025-07-26,717.53
T0004507,C00130,M0097,Bills & Utilities,2024-10-22,6139.02
T0004508,C00130,M0021,Dining,2024-10-06,1325.09
T0004509,C00130,M0006,Groceries,2025-03-30,210.61
T0004510,C00130,M0078,Fashion,2025-09-23,2419.52
T0004511,C00130,M0012,Groceries,2024-01-25,1307.88
T0004512,C00130,M0141,Online Shopping,2024-09-18,9454.86
T0004513,C00130,M0122,Entertainment,2025-01-17,586.48
T0004514,C00130,M0039,Fuel,2025-04-25,3372.67
T0004515,C00130,M0003,Groceries,2025-02-20,1554.42
T0004516,C00130,M0063,Electronics,2024-07-20,1547.95
T0004517,C00130,M0061,Electronics,2025-11-11,10036.37
T0004518,C00130,M0145,Online Shopping,2025-06-30,11906.87
T0004519,C00130,M0041,Fuel,2025-05-13,1138.33
T0004520,C00130,M0071,Electronics,2025-05-01,42004.08
T0004521,C00130,M0037,Fuel,2025-06-14,2013.12
T0004522,C00130,M0063,Electronics,2025-05-07,54483.4
T0004523,C00131,M0042,Fuel,2025-08-07,816.29
T0004524,C00131,M0037,Fuel,2024-05-14,1417.22
T0004525,C00131,M0066,Electronics,2025-07-23,42710.15
T0004526,C00131,M0110,Healthcare,2025-06-22,8352.89
T0004527,C00131,M0100,Bills & Utilities,2025-11-01,2302.46
T0004528,C00131,M0034,Fuel,2024-11-13,3991.33
T0004529,C00131,M0053,Travel,2025-04-09,13005.18
T0004530,C00131,M0148,Online Shopping,2025-08-19,3107.48
T0004531,C00131,M0145,Online Shopping,2024-06-02,16764.46
T0004532,C00131,M0115,Healthcare,2024-03-22,14220.57
T0004533,C00131,M0014,Groceries,2025-10-28,1401.51
T0004534,C00131,M0135,Entertainment,2024-04-14,1578.21
T0004535,C00131,M0017,Dining,2024-03-16,2340.34
T0004536,C00131,M0038,Fuel,2025-11-27,2399.12
T0004537,C00131,M0132,Entertainment,2025-04-14,2648.37
T0004538,C00131,M0146,Online Shopping,2025-10-24,14414.67
T0004539,C00131,M0097,Bills & Utilities,2025-04-28,6116.57
T0004540,C00131,M0083,Fashion,2024-08-23,11936.82
T0004541,C00131,M0090,Fashion,2025-07-04,9921.25
T0004542,C00131,M0096,Bills & Utilities,2025-07-20,6216.67
T0004543,C00131,M0122,Entertainment,2024-08-22,779.63
T0004544,C00131,M0087,Fashion,2025-09-06,6375.99
T0004545,C00131,M0003,Groceries,2024-04-25,1012.98
T0004546,C00131,M0073,Electronics,2024-02-15,38324.47
T0004547,C00131,M0082,Fashion,2024-09-03,2547.07
T0004548,C00131,M0101,Bills & Utilities,2025-06-14,3230.78
T0004549,C00131,M0036,Fuel,2025-03-13,3464.84
T0004550,C00131,M0043,Fuel,2024-03-12,1998.32
T0004551,C00131,M0057,Travel,2025-02-12,34021.52
T0004552,C00131,M0059,Travel,2025-01-02,34029.58
T0004553,C00131,M0049,Travel,2025-03-05,19819.74
T0004554,C00131,M0066,Electronics,2024-05-19,15315.8
T0004555,C00131,M0033,Fuel,2024-08-08,1283.78
T0004556,C00131,M0065,Electronics,2025-03-18,40762.73
T0004557,C00131,M0104,Bills & Utilities,2024-02-28,1567.08
T0004558,C00131,M0044,Fuel,2024-10-20,1919.0
T0004559,C00131,M0015,Groceries,2025-02-04,511.75
T0004560,C00131,M0128,Entertainment,2024-09-13,826.71
T0004561,C00132,M0129,Entertainment,2024-07-23,2828.27
T0004562,C00132,M0054,Travel,2025-09-24,31516.47
T0004563,C00132,M0030,Dining,2024-01-03,1926.77
T0004564,C00132,M0148,Online Shopping,2024-10-23,759.87
T0004565,C00132,M0127,Entertainment,2025-03-15,1913.44
T0004566,C00132,M0066,Electronics,2024-02-12,29645.83
T0004567,C00132,M0114,Healthcare,2024-03-09,15200.71
T0004568,C00132,M0048,Travel,2024-09-18,2796.05
T0004569,C00132,M0027,Dining,2025-09-27,567.55
T0004570,C00132,M0006,Groceries,2025-03-23,1225.73
T0004571,C00132,M0118,Healthcare,2025-08-01,10840.53
T0004572,C00132,M0144,Online Shopping,2024-11-14,8129.03
T0004573,C00132,M0136,Online Shopping,2025-11-20,15052.84
T0004574,C00132,M0046,Travel,2024-05-05,24895.17
T0004575,C00132,M0060,Travel,2024-10-22,14153.94
T0004576,C00132,M0103,Bills & Utilities,2024-04-13,1364.19
T0004577,C00132,M0004,Groceries,2024-12-09,2549.96
T0004578,C00132,M0045,Fuel,2025-06-21,2672.4
T0004579,C00132,M0131,Entertainment,2025-08-08,2610.76
T0004580,C00132,M0056,Travel,2024-11-05,36939.63
T0004581,C00132,M0081,Fashion,2024-05-23,3641.95
T0004582,C00132,M0031,Fuel,2024-10-30,2261.78
T0004583,C00132,M0016,Dining,2024-03-04,199.22
T0004584,C00132,M0148,Online Shopping,2025-08-13,19866.48
T0004585,C00132,M0085,Fashion,2024-01-26,13197.56
T0004586,C00132,M0034,Fuel,2025-04-23,2206.69
T0004587,C00132,M0003,Groceries,2024-01-28,2344.07
T0004588,C00132,M0009,Groceries,2025-06-15,1023.85
T0004589,C00132,M0088,Fashion,2025-11-29,8197.69
T0004590,C00132,M0097,Bills & Utilities,2024-01-18,1895.27
T0004591,C00132,M0055,Travel,2024-04-01,19940.27
T0004592,C00132,M0042,Fuel,2024-09-03,506.39
T0004593,C00132,M0060,Travel,2025-12-30,18760.82
T0004594,C00132,M0108,Healthcare,2024-08-13,6007.12
T0004595,C00133,M0018,Dining,2025-09-27,442.43
T0004596,C00133,M0063,Electronics,2024-02-26,48206.28
T0004597,C00133,M0055,Travel,2025-03-26,2740.06
T0004598,C00133,M0150,Online Shopping,2024-10-30,3794.92
T0004599,C00133,M0105,Bills & Utilities,2024-03-12,4884.42
T0004600,C00133,M0105,Bills & Utilities,2025-02-19,2574.72
T0004601,C00133,M0102,Bills & Utilities,2024-12-19,1607.99
T0004602,C00133,M0006,Groceries,2025-06-26,1823.2
T0004603,C00133,M0025,Dining,2025-07-08,348.55
T0004604,C00133,M0002,Groceries,2024-01-25,2353.85
T0004605,C00133,M0067,Electronics,2024-08-17,34237.39
T0004606,C00133,M0016,Dining,2025-03-06,1262.44
T0004607,C00133,M0142,Online Shopping,2024-12-03,9516.82
T0004608,C00133,M0061,Electronics,2025-10-20,42015.48
T0004609,C00133,M0017,Dining,2024-10-18,430.48
T0004610,C00133,M0007,Groceries,2025-01-30,1736.31
T0004611,C00133,M0042,Fuel,2025-02-18,2319.16
T0004612,C00133,M0103,Bills & Utilities,2025-09-20,4092.72
T0004613,C00133,M0142,Online Shopping,2025-09-29,9663.52
T0004614,C00133,M0008,Groceries,2024-06-22,1748.27
T0004615,C00133,M0145,Online Shopping,2024-12-20,3528.8
T0004616,C00133,M0090,Fashion,2024-05-18,12583.54
T0004617,C00133,M0025,Dining,2025-03-18,463.57
T0004618,C00133,M0117,Healthcare,2024-10-13,5049.83
T0004619,C00133,M0140,Online Shopping,2024-12-11,1813.81
T0004620,C00133,M0081,Fashion,2024-03-22,14481.23
T0004621,C00133,M0030,Dining,2024-04-03,2190.36
T0004622,C00133,M0098,Bills & Utilities,2025-08-27,936.86
T0004623,C00133,M0073,Electronics,2024-04-11,41824.73
T0004624,C00133,M0139,Online Shopping,2025-01-08,11577.37
T0004625,C00133,M0015,Groceries,2025-09-02,2626.74
T0004626,C00133,M0104,Bills & Utilities,2024-05-02,6941.62
T0004627,C00133,M0039,Fuel,2025-09-21,3770.24
T0004628,C00133,M0043,Fuel,2025-11-12,1043.46
T0004629,C00133,M0014,Groceries,2024-01-11,750.6
T0004630,C00133,M0009,Groceries,2025-09-06,436.31
T0004631,C00134,M0008,Groceries,2024-02-25,2386.2
T0004632,C00134,M0050,Travel,2025-09-26,26188.57
T0004633,C00134,M0096,Bills & Utilities,2024-02-24,2554.74
T0004634,C00134,M0017,Dining,2024-09-02,648.04
T0004635,C00134,M0106,Healthcare,2025-09-09,2162.61
T0004636,C00134,M0103,Bills & Utilities,2024-09-01,3762.01
T0004637,C00134,M0026,Dining,2024-05-26,785.48
T0004638,C00134,M0008,Groceries,2025-04-01,730.24
T0004639,C00134,M0026,Dining,2024-09-24,2094.09
T0004640,C00134,M0062,Electronics,2024-12-10,25747.11
T0004641,C00134,M0011,Groceries,2024-09-11,2863.4
T0004642,C00134,M0126,Entertainment,2025-01-06,796.13
T0004643,C00134,M0124,Entertainment,2025-03-11,2176.06
T0004644,C00134,M0103,Bills & Utilities,2024-06-19,4107.84
T0004645,C00134,M0139,Online Shopping,2025-02-06,19228.63
T0004646,C00134,M0076,Fashion,2024-05-15,6460.45
T0004647,C00134,M0065,Electronics,2024-09-02,41474.9
T0004648,C00134,M0148,Online Shopping,2024-05-07,13131.14
T0004649,C00134,M0077,Fashion,2025-12-20,6972.84
T0004650,C00134,M0097,Bills & Utilities,2025-10-19,3904.5
T0004651,C00134,M0073,Electronics,2024-04-17,58306.39
T0004652,C00134,M0102,Bills & Utilities,2025-09-07,4551.18
T0004653,C00134,M0143,Online Shopping,2025-02-12,15511.24
T0004654,C00134,M0046,Travel,2024-12-01,12822.41
T0004655,C00134,M0035,Fuel,2025-08-10,3333.4
T0004656,C00134,M0090,Fashion,2024-02-12,7229.08
T0004657,C00134,M0032,Fuel,2025-12-09,1195.06
T0004658,C00134,M0016,Dining,2025-05-27,1597.45
T0004659,C00134,M0122,Entertainment,2024-02-21,2742.5
T0004660,C00134,M0124,Entertainment,2024-01-23,1579.63
T0004661,C00134,M0045,Fuel,2024-12-06,1203.5
T0004662,C00134,M0144,Online Shopping,2024-04-06,13538.35
T0004663,C00134,M0106,Healthcare,2024-01-11,338.74
T0004664,C00134,M0033,Fuel,2025-11-11,2022.96
T0004665,C00134,M0057,Travel,2024-07-02,10181.23
T0004666,C00135,M0049,Travel,2025-11-30,33926.61
T0004667,C00135,M0076,Fashion,2024-03-16,804.06
T0004668,C00135,M0055,Travel,2025-12-06,22784.72
T0004669,C00135,M0066,Electronics,2025-04-26,31613.21
T0004670,C00135,M0042,Fuel,2025-01-09,594.9
T0004671,C00135,M0048,Travel,2025-04-05,26711.48
T0004672,C00135,M0047,Travel,2024-02-21,12709.88
T0004673,C00135,M0101,Bills & Utilities,2024-10-23,1547.22
T0004674,C00135,M0111,Healthcare,2025-08-10,8656.97
T0004675,C00135,M0076,Fashion,2025-06-29,5718.52
T0004676,C00135,M0041,Fuel,2024-06-08,2131.83
T0004677,C00135,M0113,Healthcare,2025-05-13,9485.74
T0004678,C00135,M0127,Entertainment,2025-02-20,867.4
T0004679,C00135,M0150,Online Shopping,2024-08-09,18493.45
T0004680,C00135,M0059,Travel,2025-01-31,36485.82
T0004681,C00135,M0082,Fashion,2024-01-02,6019.9
T0004682,C00135,M0039,Fuel,2025-09-21,1487.42
T0004683,C00135,M0129,Entertainment,2024-06-22,2865.0
T0004684,C00135,M0027,Dining,2024-02-06,599.34
T0004685,C00135,M0026,Dining,2025-03-06,2053.48
T0004686,C00135,M0021,Dining,2024-08-23,307.33
T0004687,C00135,M0126,Entertainment,2025-12-21,245.58
T0004688,C00135,M0023,Dining,2025-06-13,1758.74
T0004689,C00135,M0030,Dining,2025-02-22,439.08
T0004690,C00135,M0007,Groceries,2025-02-21,499.81
T0004691,C00135,M0061,Electronics,2025-09-02,23249.34
T0004692,C00135,M0140,Online Shopping,2025-04-13,8793.24
T0004693,C00135,M0109,Healthcare,2025-10-21,16573.78
T0004694,C00135,M0059,Travel,2025-11-22,21166.59
T0004695,C00135,M0105,Bills & Utilities,2025-08-20,7270.13
T0004696,C00135,M0083,Fashion,2024-04-24,10277.87
T0004697,C00135,M0134,Entertainment,2024-05-06,1802.09
T0004698,C00136,M0039,Fuel,2025-01-02,688.53
T0004699,C00136,M0083,Fashion,2025-03-07,7615.19
T0004700,C00136,M0117,Healthcare,2025-06-05,15167.93
T0004701,C00136,M0003,Groceries,2025-12-15,1105.87
T0004702,C00136,M0026,Dining,2025-01-19,586.09
T0004703,C00136,M0134,Entertainment,2024-09-13,589.4
T0004704,C00136,M0016,Dining,2025-01-27,1556.4
T0004705,C00136,M0010,Groceries,2025-11-26,1698.28
T0004706,C00136,M0078,Fashion,2024-10-30,10297.26
T0004707,C00136,M0112,Healthcare,2025-10-04,14730.23
T0004708,C00136,M0105,Bills & Utilities,2025-04-07,557.91
T0004709,C00136,M0049,Travel,2025-01-08,34760.11
T0004710,C00136,M0022,Dining,2025-06-25,2218.92
T0004711,C00136,M0141,Online Shopping,2025-07-04,6347.23
T0004712,C00136,M0043,Fuel,2024-06-11,1184.77
T0004713,C00136,M0127,Entertainment,2025-02-01,460.68
T0004714,C00136,M0007,Groceries,2024-07-09,2798.76
T0004715,C00136,M0073,Electronics,2025-01-27,4319.97
T0004716,C00136,M0062,Electronics,2024-12-14,23239.08
T0004717,C00136,M0062,Electronics,2024-03-23,28342.4
T0004718,C00136,M0109,Healthcare,2024-09-01,17593.79
T0004719,C00136,M0119,Healthcare,2024-11-28,3919.79
T0004720,C00136,M0139,Online Shopping,2024-03-31,6988.91
T0004721,C00136,M0014,Groceries,2024-10-04,1762.52
T0004722,C00136,M0067,Electronics,2024-04-20,35478.85
T0004723,C00136,M0078,Fashion,2025-08-26,14584.21
T0004724,C00136,M0134,Entertainment,2024-07-16,2424.36
T0004725,C00136,M0127,Entertainment,2024-06-28,1732.23
T0004726,C00136,M0040,Fuel,2025-07-01,997.68
T0004727,C00136,M0045,Fuel,2024-09-26,3286.98
T0004728,C00136,M0013,Groceries,2024-01-10,2957.99
T0004729,C00136,M0036,Fuel,2025-05-06,2633.67
T0004730,C00136,M0139,Online Shopping,2024-02-22,2407.59
T0004731,C00137,M0001,Groceries,2025-06-21,306.91
T0004732,C00137,M0033,Fuel,2024-06-25,2651.05
T0004733,C00137,M0126,Entertainment,2025-11-22,498.1
T0004734,C00137,M0144,Online Shopping,2025-05-05,5438.0
T0004735,C00137,M0013,Groceries,2025-10-30,1912.59
T0004736,C00137,M0032,Fuel,2025-11-01,1957.67
T0004737,C00137,M0079,Fashion,2025-07-19,11361.8
T0004738,C00137,M0050,Travel,2025-05-07,39130.28
T0004739,C00137,M0091,Bills & Utilities,2024-11-10,3292.32
